Ticker,period,close,perc_change,close_wig,perc_change_wig,Assets,Number of shares,Market_value
SUW,30/09/2001,1.633,-0.06,11890.6,-0.15,23475000,"4,195,520",6851284.16
SUW,30/06/2001,1.744,0.09,13945.4,-0.05,23440000,"4,195,520",7316986.88
SUW,31/03/2001,1.606,-0.05,14698.9,-0.18,25224000,"4,195,520",6738005.12
SUW,31/12/2000,1.698,-0.37,17847.6,0.06,26086000,"4,195,520",7123992.96
SUW,30/09/2000,2.679,-0.3,16882.6,-0.14,29851000,"4,195,520",11239798.08
SUW,30/06/2000,3.84,0.24,19642.7,-0.08,31017000,"4,195,520",16110796.8
SUW,31/03/2000,3.102,0.36,21255.9,0.18,30674000,"4,195,520",13014503.04
SUW,31/12/1999,2.285,0.34,18083.6,0.27,30281000,"4,195,520",9586763.2
SUW,30/09/1999,1.708,-0.09,14259.4,-0.15,26530000,"4,195,520",7165948.16
SUW,30/06/1999,1.872,0.42,16825.1,0.19,24152000,"4,195,520",7854013.44
SUW,31/03/1999,1.322,-0.24,14131.3,0.1,19059000,"4,195,520",5546477.44
SWG,30/09/2021,14.9,0.04,70340.86,0.06,331386000,"10,288,554",153299454.6
SWG,30/06/2021,14.3,0.16,66067.21,0.14,311459000,"10,288,554",147126322.2
SWG,31/03/2021,12.4,0,58081.5,0.02,322410000,"10,288,554",127578069.6
SWG,31/12/2020,12.4,-0.09,57025.84,0.15,331823000,"10,288,554",127578069.6
SWG,30/09/2020,13.6,-0.02,49411.53,0,357575000,"10,288,554",139924334.4
SWG,30/06/2020,13.9,-0.03,49569.17,0.19,352367000,"10,288,554",143010900.6
SWG,31/03/2020,14.3,-0.1,41624.62,-0.28,382933000,"10,288,554",147126322.2
SWG,31/12/2019,15.8,0.12,57832.88,0.01,370443000,"10,288,554",162559153.2
SWG,30/09/2019,14.1,-0.06,57320.3,-0.05,369049000,"10,288,554",145068611.4
SWG,30/06/2019,15,0.02,60187.43,0.01,356686000,"10,288,554",154328310
SWG,31/03/2019,14.8,0.03,59668.03,0.03,354423000,"10,288,554",152270599.2
SWG,31/12/2018,14.3,0.01,57690.5,-0.02,372426000,"10,288,554",147126322.2
SWG,30/09/2018,14.1,-0.13,58974.76,0.05,361130000,"10,288,554",145068611.4
SWG,30/06/2018,16.3,-0.01,55954.44,-0.04,347563000,"10,288,554",167703430.2
SWG,31/03/2018,16.4,-0.01,58377.42,-0.08,350204000,"10,288,554",168732285.6
SWG,31/12/2017,16.4,-0.08,63746.2,-0.01,353257000,"10,288,554",168732285.6
SWG,30/09/2017,17.8,-0.1,64289.69,0.05,346258000,"10,288,554",183136261.2
SWG,30/06/2017,19.7,0.12,61018.36,0.05,341416000,"10,288,554",202684513.8
SWG,31/03/2017,17.6,0.12,57911.31,0.12,342490000,"10,288,554",181078550.4
SWG,31/12/2016,15.8,-0.15,51754.03,0.1,140598000,"10,288,554",162559153.2
SWG,30/09/2016,18.6,-0.08,47084.94,0.05,155899000,"10,737,837",199723768.2
SWG,30/06/2016,20.4,0.19,44748.53,-0.09,162562000,"10,737,837",219051874.8
SWG,31/03/2016,17.1,-0.08,49017.35,0.05,150941000,"10,737,837",183617012.7
SWG,31/12/2015,18.5,-0.01,46467.38,-0.07,155103000,"10,737,837",198649984.5
SWG,30/09/2015,18.6,-0.06,49824.59,-0.07,198937000,"10,737,837",199723768.2
SWG,30/06/2015,19.9,-0.2,53328.98,-0.01,205438000,"10,737,837",213682956.3
SWG,31/03/2015,24.8,0.22,54091.32,0.05,204241000,"10,737,837",266298357.6
SWG,31/12/2014,20.4,0.09,51416.08,-0.06,201072000,"10,737,837",219051874.8
SWG,30/09/2014,18.7,-0.22,54878.58,0.06,235968000,"10,737,837",200797551.9
SWG,30/06/2014,24,-0.09,51934.94,-0.01,235288000,"10,737,837",257708088
SWG,31/03/2014,26.3,-0.29,52373.47,0.02,236188000,"10,737,837",282405113.1
SWG,31/12/2013,37.1,-0.15,51284.25,0.02,230670000,"10,680,197",396235308.7
SWG,30/09/2013,43.9,0.04,50301.85,0.12,222894000,"10,652,679",467652608.1
SWG,30/06/2013,42.1,0.17,44747.79,-0.01,223274000,"10,476,210",441048441
SWG,31/03/2013,36.2,0.17,45147.57,-0.05,199118000,"10,476,210",379238802
SWG,31/12/2012,30.9,0.14,47460.59,0.09,236174000,"10,476,210",323714889
SWG,30/09/2012,27.2,0.12,43739.81,0.07,236791000,"10,476,210",284952912
SWG,30/06/2012,24.2,0.1,40810.88,-0.01,232926000,"10,476,210",253524282
SWG,31/03/2012,21.9,0.09,41267.16,0.1,229538000,"10,476,210",229428999
SWG,31/12/2011,20.1,-0.27,37595.44,-0.02,226541000,"10,476,210",210571821
SWG,30/06/2011,32.6,-0.01,48414.36,-0.01,214112000,"10,476,210",341524446
SWG,31/03/2011,32.8,0.3,48729.83,0.03,215945000,"10,476,210",343619688
SWG,31/12/2010,25.3,-0.07,47489.91,0.05,216541000,"10,476,210",265048113
SWG,30/06/2010,28.9,0,39392.5,-0.07,160444000,"9,572,003",276630886.7
SWG,31/03/2010,29,0.74,42446.5,0.06,156886000,"9,572,003",277588087
SWG,31/12/2009,16.6,-0.2,39986,0.06,155452000,"9,572,003",158895249.8
SWG,30/06/2009,16.2,0.26,30419,0.27,168345000,"9,572,003",155066448.6
SWG,31/03/2009,12.9,-0.13,24036.1,-0.12,181511000,"9,572,003",123478838.7
SWG,31/12/2008,14.9,-0.45,27228.6,-0.27,179805000,"9,572,003",142622844.7
SWG,30/06/2008,31.5,-0.14,41146.3,-0.14,182081000,"9,572,003",301518094.5
SWG,31/03/2008,36.7,-0.09,48011.3,-0.14,173514000,"9,572,003",351292510.1
TAR,30/09/2021,53,0,70340.86,0.06,949851000,"11,346,936",601387608
TAR,30/06/2021,53,0.7,66067.21,0.14,923593000,"11,346,936",601387608
TAR,31/03/2021,31.2,0.45,58081.5,0.02,900258000,"11,346,936",354024403.2
TAR,31/12/2020,21.4,0.38,57025.84,0.15,785533000,"11,346,936",242824430.4
TAR,30/09/2020,15.5,0.1,49411.53,0,758068000,"11,346,936",175877508
TAR,30/06/2020,14,0.03,49569.17,0.19,715476000,"11,346,936",158857104
TAR,31/03/2020,13.6,-0.13,41624.62,-0.28,745695000,"11,346,936",154318329.6
TAR,31/12/2019,15.6,-0.05,57832.88,0.01,705144000,"11,346,936",177012201.6
TAR,30/09/2019,16.5,0.02,57320.3,-0.05,680305000,"11,346,936",187224444
TAR,30/06/2019,16.1,0.06,60187.43,0.01,636606000,"11,346,936",182685669.6
TAR,31/03/2019,15.2,-0.1,59668.03,0.03,705144000,"11,346,936",172473427.2
TAR,31/12/2018,17,0.2,57690.5,-0.02,619000000,"11,346,936",192897912
TAR,30/09/2018,14.1,0.02,58974.76,0.05,562647000,"11,346,936",159991797.6
TAR,30/06/2018,13.8,0.05,55954.44,-0.04,562647000,"11,346,936",156587716.8
TAR,31/03/2018,13.1,0.14,58377.42,-0.08,545735000,"11,346,936",148644861.6
TAR,31/12/2017,11.5,0.25,63746.2,-0.01,520186000,"11,346,936",130489764
TAR,30/09/2017,9.21,-0.09,64289.69,0.05,488388000,"11,346,936",104505280.6
TAR,30/06/2017,10.1,-0.01,61018.36,0.05,482210000,"11,346,936",114604053.6
TAR,31/03/2017,10.3,-0.07,57911.31,0.12,497248000,"11,346,936",116873440.8
TAR,31/12/2016,11,-0.06,51754.03,0.1,475200000,"11,346,936",124816296
TAR,30/09/2016,11.7,0.1,47084.94,0.05,446216000,"11,346,936",132759151.2
TAR,30/06/2016,10.7,-0.12,44748.53,-0.09,428492000,"11,346,936",121412215.2
TAR,31/03/2016,12.1,0.11,49017.35,0.05,435254000,"11,346,936",137297925.6
TAR,31/12/2015,10.9,-0.07,46467.38,-0.07,413749000,"11,346,936",123681602.4
TAR,30/09/2015,11.7,0.07,49824.59,-0.07,416368000,"11,346,936",132759151.2
TAR,30/06/2015,11,-0.13,53328.98,-0.01,399639000,"11,346,936",124816296
TAR,31/03/2015,12.6,0.14,54091.32,0.05,399327000,"11,346,936",142971393.6
TAR,31/12/2014,11,0.18,51416.08,-0.06,384558000,"11,346,936",124816296
TAR,30/09/2014,9.34,0.04,54878.58,0.06,370109000,"11,346,936",105980382.2
TAR,30/06/2014,9.01,-0.13,51934.94,-0.01,381193000,"11,346,936",102235893.4
TAR,31/03/2014,10.4,-0.18,52373.47,0.02,362916000,"11,346,936",118008134.4
TAR,31/12/2013,12.6,0.1,51284.25,0.02,326011000,"11,346,936",142971393.6
TAR,30/09/2013,11.4,0.22,50301.85,0.12,312569000,"11,346,936",129355070.4
TBL,30/09/2021,23.4,0.04,70340.86,0.06,22209000,"1,188,305",27806337
TBL,30/06/2021,22.6,-0.1,66067.21,0.14,21578000,"1,161,989",26260951.4
TBL,31/03/2021,25.1,-0.06,58081.5,0.02,22625000,"1,161,989",29165923.9
TBL,31/12/2020,26.8,0.16,57025.84,0.15,22926000,"1,161,989",31141305.2
TBL,30/09/2020,23.2,-0.4,49411.53,0,23682000,"1,161,989",26958144.8
TBL,30/06/2020,38.5,2.32,49569.17,0.19,22089000,"1,161,989",44736576.5
TBL,31/03/2020,11.6,-0.18,41624.62,-0.28,21213000,"1,161,989",13479072.4
TBL,31/12/2019,14.1,-0.37,57832.88,0.01,22122000,"1,161,989",16384044.9
TBL,30/09/2019,22.5,-0.1,57320.3,-0.05,19398000,"1,161,989",26144752.5
TBL,30/06/2019,24.9,-0.25,60187.43,0.01,20160000,"1,161,989",28933526.1
TBL,31/03/2019,33,0.15,59668.03,0.03,20048000,"1,161,989",38345637
TBL,31/12/2018,28.8,-0.24,57690.5,-0.02,20341000,"1,161,989",33465283.2
TBL,30/09/2018,38,-0.39,58974.76,0.05,18820000,"1,161,989",44155582
TBL,30/06/2018,62,-0.38,55954.44,-0.04,17629000,"1,124,100",69694200
TBL,31/03/2018,100,0,58377.42,-0.08,16501000,"1,124,100",112410000
TBL,31/12/2017,100,-0.39,63746.2,-0.01,14862000,"1,124,100",112410000
TBL,30/09/2017,163,-0.2,64289.69,0.05,13468000,"1,124,100",183228300
TBL,30/06/2017,204.8,0.07,61018.36,0.05,11963000,"1,102,000",225689600
TBL,31/03/2017,191.2,0.12,57911.31,0.12,10808000,"1,102,000",210702400
TEN,31/12/2021,349,-0.34,69296.26,-0.01,504705000,"7,301,783",2548322267
TEN,30/09/2021,526.5,0.09,70340.86,0.06,441169000,"7,301,783",3844388750
TEN,30/06/2021,483,-0.05,66067.21,0.14,420199000,"7,267,311",3510111213
TEN,31/03/2021,507.5,-0.06,58081.5,0.02,382018000,"7,267,311",3688160333
TEN,31/12/2020,539.8,-0.04,57025.84,0.15,319315000,"7,267,311",3922894478
TEN,30/09/2020,560.4,0.1,49411.53,0,237744000,"7,267,311",4072601084
TEN,30/06/2020,509.4,0.85,49569.17,0.19,167241000,"7,241,245",3688690203
TEN,31/03/2020,275,0.43,41624.62,-0.28,153898000,"7,241,245",1991342375
TEN,31/12/2019,192.4,0.48,57832.88,0.01,102674000,"7,241,245",1393215538
TEN,30/09/2019,130.4,0.02,57320.3,-0.05,73909000,"7,241,245",944258348
TEN,30/06/2019,128.3,0.33,60187.43,0.01,51135000,"7,275,000",933382500
TEN,31/03/2019,96.3,0.28,59668.03,0.03,73256000,"7,275,000",700582500
TEN,31/12/2018,75.5,-0.18,57690.5,-0.02,53726000,"7,275,000",549262500
TEN,30/09/2018,91.6,0.28,58974.76,0.05,37996000,"7,275,000",666390000
TIM,30/09/2021,39.51,0.26,70340.86,0.06,489184000,"22,199,200",877090392
TIM,30/06/2021,17.28,-0.16,66067.21,0.14,502655000,"22,199,200",383602176
TIM,31/03/2021,20.66,0.2,58081.5,0.02,431878000,"22,199,200",458635472
TIM,31/12/2020,16.91,0.49,57025.84,0.15,392651000,"22,199,200",375388472
TIM,30/09/2020,11.36,0.2,49411.53,0,413846000,"22,199,200",252182912
TIM,30/06/2020,9.43,0.17,49569.17,0.19,370932000,"22,199,200",209338456
TIM,31/03/2020,8.07,-0.14,41624.62,-0.28,406988000,"22,199,200",179147544
TIM,31/12/2019,9.39,0.42,57832.88,0.01,374457000,"22,199,200",208450488
TIM,30/09/2019,6.62,-0.18,57320.3,-0.05,384301000,"22,199,200",146958704
TIM,30/06/2019,8.08,0.43,60187.43,0.01,368259000,"22,199,200",179369536
TIM,31/03/2019,5.64,0.13,59668.03,0.03,347208000,"22,199,200",125203488
TIM,31/12/2018,5.01,0.03,57690.5,-0.02,331228000,"22,199,200",111217992
TIM,30/09/2018,4.86,-0.18,58974.76,0.05,360190000,"22,199,200",107888112
TIM,30/06/2018,5.96,-0.08,55954.44,-0.04,342328000,"22,199,200",132307232
TIM,31/03/2018,6.46,0.42,58377.42,-0.08,346422000,"22,199,200",143406832
TIM,31/12/2017,4.57,-0.21,63746.2,-0.01,338301000,"22,199,200",101450344
TIM,30/09/2017,5.79,-0.18,64289.69,0.05,334826000,"22,199,200",128533368
TIM,30/06/2017,7.09,-0.19,61018.36,0.05,302359000,"22,199,200",157392328
TIM,31/03/2017,8.69,-0.11,57911.31,0.12,319302000,"22,199,200",192911048
TIM,31/12/2016,9.76,-0.07,51754.03,0.1,315782000,"22,199,200",216664192
TIM,30/09/2016,10.53,0.29,47084.94,0.05,326000000,"22,199,200",233757576
TIM,30/06/2016,8.18,0.36,44748.53,-0.09,315083000,"22,199,200",181589456
TIM,31/03/2016,6.03,-0.05,49017.35,0.05,314150000,"22,199,200",133861176
TIM,31/12/2015,6.32,0.02,46467.38,-0.07,311942000,"22,199,200",140298944
TIM,30/09/2015,6.17,-0.07,49824.59,-0.07,326597000,"22,199,200",136969064
TIM,30/06/2015,6.67,0.58,53328.98,-0.01,293806000,"22,199,200",148068664
TIM,31/03/2015,4.21,-0.02,54091.32,0.05,294478000,"22,199,200",93458632
TIM,31/12/2014,4.28,0.1,51416.08,-0.06,275798000,"22,199,200",95012576
TIM,30/09/2014,3.89,-0.08,54878.58,0.06,315730000,"22,199,200",86354888
TIM,30/06/2014,4.25,-0.14,51934.94,-0.01,290945000,"22,199,200",94346600
TIM,31/03/2014,4.97,0.37,52373.47,0.02,262715000,"22,199,200",110330024
TIM,31/12/2013,3.62,-0.15,51284.25,0.02,274474000,"22,199,200",80361104
TIM,30/09/2013,4.27,0.21,50301.85,0.12,263209000,"22,199,200",94790584
TIM,30/06/2013,3.53,-0.26,44747.79,-0.01,244193000,"22,199,200",78363176
TIM,31/03/2013,4.8,0.34,45147.57,-0.05,241083000,"22,199,200",106556160
TIM,31/12/2012,3.58,-0.05,47460.59,0.09,284088000,"22,199,200",79473136
TIM,30/09/2012,3.77,0.05,43739.81,0.07,265032000,"22,199,200",83690984
TIM,30/06/2012,3.59,-0.29,40810.88,-0.01,266546000,"22,199,200",79695128
TIM,31/03/2012,5.03,0.25,41267.16,0.1,279665000,"21,790,000",109603700
TIM,31/12/2011,4.02,-0.28,37595.44,-0.02,280482000,"21,790,000",87595800
TIM,30/09/2011,5.55,-0.19,38268.75,-0.21,284311000,"21,790,000",120934500
TIM,30/06/2011,6.87,-0.13,48414.36,-0.01,271343000,"21,790,000",149697300
TIM,31/03/2011,7.93,0.16,48729.83,0.03,260295000,"21,790,000",172794700
TIM,31/12/2010,6.85,0.07,47489.91,0.05,272895000,"21,790,000",149261500
TIM,30/09/2010,6.38,-0.01,45236.72,0.15,264010000,"23,100,000",147378000
TIM,30/06/2010,6.43,-0.01,39392.5,-0.07,262621000,"23,100,000",148533000
TIM,31/03/2010,6.51,0.2,42446.5,0.06,258888000,"23,100,000",150381000
TIM,31/12/2009,5.43,-0.23,39986,0.06,270517000,"23,100,000",125433000
TIM,30/09/2009,7.09,0.34,37580.3,0.24,263083000,"23,647,000",167657230
TIM,30/06/2009,5.29,0.38,30419,0.27,268402000,"23,647,000",125092630
TIM,31/03/2009,3.83,-0.07,24036.1,-0.12,267097000,"23,437,000",89763710
TIM,31/12/2008,4.12,-0.26,27228.6,-0.27,276408000,"23,437,000",96560440
TIM,30/09/2008,5.6,-0.36,37367.3,-0.09,265365000,"23,437,000",131247200
TIM,30/06/2008,8.72,-0.37,41146.3,-0.14,272973000,"23,437,000",204370640
TIM,31/03/2008,13.83,-0.06,48011.3,-0.14,273267000,"23,437,000",324133710
TIM,31/12/2007,14.72,-0.37,55648.5,-0.08,284517000,"23,437,000",344992640
TIM,30/06/2007,35.83,0.69,66077.7,0.15,265332000,"23,437,000",839747710
TIM,31/03/2007,21.21,0.5,57524.6,0.14,239758000,"20,380,000",432259800
TIM,31/12/2006,14.11,0.2,50411.8,0.14,201003000,"20,380,000",287561800
TIM,30/06/2006,8.27,0.33,40644.6,0.01,166612000,"20,380,000",168542600
TIM,31/03/2006,6.23,0.05,40220.3,0.13,126016000,"20,380,000",126967400
TIM,31/12/2005,5.94,0.36,35600.8,0.05,135066000,"20,380,000",121057200
TIM,30/09/2005,4.36,0.19,33801.2,0.19,116799000,"20,380,000",88856800
TIM,30/06/2005,3.68,0.08,28332.1,0.04,91130000,"20,380,000",74998400
TIM,31/03/2005,3.42,-0.17,27268.1,0.02,76772000,"20,380,000",69699600
TIM,31/12/2004,4.13,0.47,26636.2,0.05,92587000,"20,380,000",84169400
TIM,30/09/2004,2.809,1.77,25267.8,0.06,88044000,"24,200,000",67977800
TIM,30/06/2004,1.013,-0.01,23949.3,0,78966000,"24,200,000",24514600
TIM,31/03/2004,1.019,0.29,23870.1,0.15,70810000,"24,200,000",24659800
TIM,31/12/2003,0.789,0.89,20820.1,0.08,70552000,"24,200,000",19093800
TIM,30/09/2003,0.418,0.65,19330.5,0.21,74918000,"24,200,000",10115600
TIM,30/06/2003,0.2532,-0.02,15987.5,0.16,70604000,"24,200,000",6127440
TIM,31/03/2003,0.2591,0.07,13759.4,-0.04,68851000,"24,200,000",6270220
TIM,31/12/2002,0.2415,0,14366.7,0.12,77434000,"24,200,000",5844300
TIM,30/09/2002,0.2415,-0.15,12797.3,-0.1,86555000,"24,200,000",5844300
TIM,30/06/2002,0.2827,-0.25,14192.9,-0.06,82261000,"24,200,000",6841340
TIM,31/03/2002,0.377,-0.16,15026.4,0.08,83791000,"24,200,000",9123400
TIM,31/12/2001,0.448,0.27,13922.2,0.17,98073000,"24,200,000",10841600
TIM,30/09/2001,0.353,-0.41,11890.6,-0.15,100028000,"24,200,000",8542600
TIM,30/06/2001,0.595,-0.23,13945.4,-0.05,107225000,"24,200,000",14399000
TIM,31/03/2001,0.771,-0.49,14698.9,-0.18,104200000,"24,200,000",18658200
TIM,31/12/2000,1.513,-0.67,17847.6,0.06,107523000,"24,200,000",36614600
TIM,30/09/2000,4.56,-0.23,16882.6,-0.14,95577000,"24,200,000",110352000
TIM,30/06/2000,5.93,1.17,19642.7,-0.08,88513000,"24,200,000",143506000
TIM,31/03/2000,2.726,0.04,21255.9,0.18,89133000,"24,200,000",65969200
TIM,31/12/1999,2.632,0.16,18083.6,0.27,106117000,"24,200,000",63694400
TIM,30/09/1999,2.279,-0.21,14259.4,-0.15,87957000,"24,200,000",55151800
TIM,30/06/1999,2.88,0.09,16825.1,0.19,64728000,"24,200,000",69696000
TIM,31/03/1999,2.65,-0.19,14131.3,0.1,64134000,"24,200,000",64130000
TIM,31/12/1998,3.28,0.35,12795.6,0.05,65531000,"24,200,000",79376000
TIM,30/06/1998,4.22,-0.3,15728.6,-0.07,48227000,"24,200,000",102124000
TLX,30/09/2021,14.8,-0.06,70340.86,0.06,71930000,"3,000,092",44401361.6
TLX,30/06/2021,15.8,0.19,66067.21,0.14,72038000,"3,000,092",47401453.6
TLX,31/03/2021,13.3,0.2,58081.5,0.02,74414000,"3,000,092",39901223.6
TLX,31/12/2020,11,0.04,57025.84,0.15,84447000,"3,000,092",33001012
TLX,30/09/2020,10.6,-0.08,49411.53,0,87097000,"3,000,092",31800975.2
TLX,30/06/2020,11.5,0.19,49569.17,0.19,78190000,"3,000,092",34501058
TLX,31/03/2020,9.68,-0.18,41624.62,-0.28,81060000,"3,000,092",29040890.56
TLX,31/12/2019,11.8,-0.05,57832.88,0.01,83342000,"3,000,092",35401085.6
TLX,30/09/2019,12.4,-0.01,57320.3,-0.05,78793000,"3,000,092",37201140.8
TLX,30/06/2019,12.5,0.08,60187.43,0.01,81690000,"3,000,092",37501150
TLX,31/03/2019,11.5,0.2,59668.03,0.03,81812000,"3,000,092",34501058
TLX,31/12/2018,9.61,-0.28,57690.5,-0.02,93558000,"3,000,092",28830884.12
TLX,30/09/2018,13.4,0,58974.76,0.05,90543000,"3,000,092",40201232.8
TLX,30/06/2018,13.4,-0.1,55954.44,-0.04,80748000,"3,000,092",40201232.8
TLX,31/03/2018,14.8,0.04,58377.42,-0.08,77862000,"3,000,092",44401361.6
TLX,31/12/2017,14.3,-0.04,63746.2,-0.01,93347000,"3,000,092",42901315.6
TLX,30/09/2017,14.9,-0.04,64289.69,0.05,82098000,"3,000,092",44701370.8
TLX,30/06/2017,15.5,0.02,61018.36,0.05,85516000,"3,000,092",46501426
TLX,31/03/2017,15.1,-0.02,57911.31,0.12,82192000,"3,000,092",45301389.2
TLX,31/12/2016,15.5,-0.18,51754.03,0.1,98458000,"3,000,092",46501426
TLX,30/09/2016,18.8,-0.02,47084.94,0.05,81521000,"3,000,092",56401729.6
TLX,30/06/2016,19.2,0.19,44748.53,-0.09,79457000,"3,000,092",57601766.4
TLX,31/03/2016,16.1,0.08,49017.35,0.05,86774000,"3,000,092",48301481.2
TLX,31/12/2015,14.9,0.17,46467.38,-0.07,106409000,"3,000,092",44701370.8
TLX,30/09/2015,12.7,-0.06,49824.59,-0.07,87183000,"3,000,092",38101168.4
TLX,30/06/2015,13.6,-0.16,53328.98,-0.01,86941000,"3,000,092",40801251.2
TLX,31/03/2015,16.1,0.14,54091.32,0.05,77723000,"3,000,092",48301481.2
TLX,31/12/2014,14.1,0.35,51416.08,-0.06,85039000,"3,000,092",42301297.2
TLX,30/09/2014,10.4,0.02,54878.58,0.06,70022000,"3,000,092",31200956.8
TLX,30/06/2014,10.3,-0.04,51934.94,-0.01,61462000,"3,000,092",30900947.6
TLX,31/03/2014,10.7,0.33,52373.47,0.02,58071000,"3,000,092",32100984.4
TLX,31/12/2013,8.06,0.33,51284.25,0.02,73732000,"3,000,092",24180741.52
TLX,30/09/2013,6.05,0.29,50301.85,0.12,53242000,"3,000,092",18150556.6
TLX,30/06/2013,4.69,-0.01,44747.79,-0.01,59766000,"3,000,092",14070431.48
TLX,31/03/2013,4.75,0.62,45147.57,-0.05,55905000,"3,000,092",14250437
TLX,31/12/2012,2.938,-0.28,47460.59,0.09,66097000,"3,000,092",8814270.296
TLX,30/09/2012,4.1,-0.01,43739.81,0.07,48309000,"3,000,092",12300377.2
TLX,30/06/2012,4.14,-0.2,40810.88,-0.01,53033000,"3,000,092",12420380.88
TLX,31/03/2012,5.19,-0.07,41267.16,0.1,50520000,"3,000,092",15570477.48
TLX,31/12/2011,5.61,-0.05,37595.44,-0.02,69628000,"3,000,092",16830516.12
TLX,30/09/2011,5.89,-0.15,38268.75,-0.21,61764000,"3,000,092",17670541.88
TLX,30/06/2011,6.94,0,48414.36,-0.01,62409000,"3,000,092",20820638.48
TLX,31/03/2011,6.91,-0.01,48729.83,0.03,56120000,"3,000,092",20730635.72
TLX,31/12/2010,6.99,0.02,47489.91,0.05,64920000,"3,000,092",20970643.08
TLX,30/09/2010,6.88,0.02,45236.72,0.15,50498000,"3,000,092",20640632.96
TLX,30/06/2010,6.72,-0.04,39392.5,-0.07,51785000,"3,000,092",20160618.24
TLX,31/03/2010,6.99,0.15,42446.5,0.06,48021000,"3,000,092",20970643.08
TLX,31/12/2009,6.1,0.02,39986,0.06,53909000,"3,000,092",18300561.2
TLX,30/09/2009,6.01,0.02,37580.3,0.24,46345000,"3,000,092",18030552.92
TLX,30/06/2009,5.92,0.14,30419,0.27,48503000,"3,000,092",17760544.64
TLX,31/03/2009,5.21,-0.25,24036.1,-0.12,53590000,"3,000,092",15630479.32
TLX,31/12/2008,6.93,0.13,27228.6,-0.27,90596000,"3,000,092",20790637.56
TLX,30/09/2008,6.11,-0.32,37367.3,-0.09,58642000,"3,000,092",18330562.12
TLX,30/06/2008,9.04,0.07,41146.3,-0.14,59556000,"3,000,092",27120831.68
TLX,31/03/2008,8.41,0.25,48011.3,-0.14,59148000,"3,000,092",25230773.72
TLX,31/12/2007,6.74,-0.1,55648.5,-0.08,84817000,"3,000,092",20220620.08
TLX,30/09/2007,7.48,-0.01,60368.9,-0.09,52805000,"3,000,092",22440688.16
TLX,30/06/2007,7.57,0,66077.7,0.15,94539000,"3,000,092",22710696.44
TLX,31/03/2007,7.55,0.21,57524.6,0.14,45382000,"3,000,092",22650694.6
TLX,31/12/2006,6.25,0.06,50411.8,0.14,55130000,"3,000,092",18750575
TLX,30/09/2006,5.92,0.2,44052.5,0.08,50467000,"3,000,092",17760544.64
TLX,30/06/2006,4.93,-0.17,40644.6,0.01,50300000,"3,000,092",14790453.56
TLX,31/03/2006,5.97,0.04,40220.3,0.13,47979000,"3,000,092",17910549.24
TLX,31/12/2005,5.76,0.29,35600.8,0.05,55029000,"3,000,092",17280529.92
TLX,30/09/2005,4.46,-0.12,33801.2,0.19,52351000,"3,000,092",13380410.32
TLX,30/06/2005,5.09,-0.26,28332.1,0.04,67057000,"3,000,092",15270468.28
TLX,31/03/2005,6.85,-0.17,27268.1,0.02,44095000,"3,000,092",20550630.2
TLX,31/12/2004,8.23,-0.07,26636.2,0.05,54137000,"3,000,092",24690757.16
TLX,30/09/2004,8.86,-0.03,25267.8,0.06,45065000,"3,000,092",26580815.12
TLX,30/06/2004,9.16,-0.25,23949.3,0,57801000,"3,000,092",27480842.72
TLX,31/03/2004,12.2,0.36,23870.1,0.15,47312000,"3,000,092",36601122.4
TLX,31/12/2003,8.95,-0.28,20820.1,0.08,52659000,"3,000,092",26850823.4
TLX,30/09/2003,12.5,0.16,19330.5,0.21,50067000,"3,000,092",37501150
TLX,30/06/2003,10.7,0.22,15987.5,0.16,51371000,"3,000,092",32100984.4
TLX,31/03/2003,8.79,0.5,13759.4,-0.04,55759000,"3,000,092",26370808.68
TLX,31/12/2002,5.88,0.28,14366.7,0.12,57262000,"3,000,092",17640540.96
TLX,30/09/2002,4.58,-0.14,12797.3,-0.1,60859000,"3,000,092",13740421.36
TOA,31/12/2021,8,-0.1,69296.26,-0.01,409914000,"75,042,226",600337808
TOA,30/09/2021,8.9,0.08,70340.86,0.06,352800000,"75,042,226",667875811.4
TOA,30/06/2021,8.25,0.14,66067.21,0.14,329972000,"75,042,226",619098364.5
TOA,31/03/2021,7.26,0.29,58081.5,0.02,298896000,"75,042,226",544806560.8
TOA,31/12/2020,5.62,-0.15,57025.84,0.15,308870000,"75,042,226",421737310.1
TOA,30/09/2020,6.61,0.57,49411.53,0,338795000,"75,042,226",496029113.9
TOA,30/06/2020,4.19,0.22,49569.17,0.19,321081000,"75,042,226",314426926.9
TOA,31/03/2020,3.43,-0.23,41624.62,-0.28,319177000,"75,042,226",257394835.2
TOA,31/12/2019,4.46,0.22,57832.88,0.01,328957000,"75,042,226",334688328
TOA,30/09/2019,3.65,-0.18,57320.3,-0.05,310944000,"75,042,226",273904124.9
