No,open,high,low,close,perc_change,abs_change,vol,Ticker,period
1,5.000,5.300,2.750,3.200,,,"125,290",NNG,31-12-2017
72,816,818,690,759,-7.14%,-58,"61,345",NEU,30-06-2022
71,832,860,602,817,-1.19%,-10,"145,761",NEU,31-03-2022
70,879,931,754,827,-6.98%,-62,"133,127",NEU,31-12-2021
69,770,944,761,889,+14.45%,+112,"90,727",NEU,30-09-2021
68,674,804,636,777,+14.70%,+100,"181,216",NEU,30-06-2021
67,636,731,633,677,+7.22%,+46,"136,757",NEU,31-03-2021
66,492,646,490,632,+28.91%,+142,"193,384",NEU,31-12-2020
65,485,526,466,490,-0.98%,-5,"157,217",NEU,30-09-2020
64,397,523,380,495,+24.67%,+98,"275,521",NEU,30-06-2020
63,364,420,306,397,+10.05%,+36,"216,486",NEU,31-03-2020
62,342,371,327,361,+5.29%,+18,"123,009",NEU,31-12-2019
61,283,358,278,343,+20.88%,+59,"136,884",NEU,30-09-2019
60,236,284,228,283,+19.63%,+47,"125,176",NEU,30-06-2019
59,219,258,213,237,+4.29%,+10,"177,259",NEU,31-03-2019
58,244,246,205,227,-6.68%,-16,"45,541",NEU,31-12-2018
57,251,258,225,243,-3.68%,-9,"320,734",NEU,30-09-2018
56,274,287,236,253,-7.69%,-21,"119,091",NEU,30-06-2018
55,242,287,216,274,+12.29%,+30,"143,722",NEU,31-03-2018
54,251,252,200,244,-4.11%,-10,"116,490",NEU,31-12-2017
53,347,350,220,254,-28.21%,-100,"436,504",NEU,30-09-2017
52,339,360,304,354,+4.46%,+15,"240,450",NEU,30-06-2017
51,353,360,334,339,-2.85%,-10,"349,357",NEU,31-03-2017
50,344,353,317,349,+1.70%,+6,"201,066",NEU,31-12-2016
49,306,344,304,343,+11.48%,+35,"132,803",NEU,30-09-2016
48,280,309,264,308,+11.80%,+32,"289,285",NEU,30-06-2016
47,316,317,267,275,-13.20%,-42,"296,560",NEU,31-03-2016
46,302,332,288,317,+5.23%,+16,"200,363",NEU,31-12-2015
45,247,317,236,301,+22.15%,+55,"256,848",NEU,30-09-2015
44,252,266,221,247,-1.77%,-4,"179,079",NEU,30-06-2015
43,190,259,189,251,+30.96%,+59,"287,549",NEU,31-03-2015
42,183,202,182,192,+4.50%,+8,"217,147",NEU,31-12-2014
41,203,207,158,184,-10.76%,-22,"290,869",NEU,30-09-2014
40,216,219,178,206,-3.25%,-7,"306,529",NEU,30-06-2014
39,240,246,195,213,-12.02%,-29,"388,562",NEU,31-03-2014
38,181,260,181,242,+31.02%,+57,"470,597",NEU,31-12-2013
37,142,184,136,184,+30.91%,+44,"342,676",NEU,30-09-2013
36,116,144,111,141,+21.19%,+25,"497,747",NEU,30-06-2013
35,81,125,75,116,+45.87%,+37,"465,412",NEU,31-03-2013
34,75,83,75,80,+5.47%,+4,"161,765",NEU,31-12-2012
33,69,79,68,76,+10.43%,+7,"150,839",NEU,30-09-2012
32,65,72,60,68,+6.06%,+4,"188,561",NEU,30-06-2012
31,54,65,54,65,+15.87%,+9,"218,046",NEU,31-03-2012
30,59,59,52,56,-4.10%,-2,"137,756",NEU,31-12-2011
29,61,61,39,58,-4.25%,-3,"168,270",NEU,30-09-2011
28,63,64,56,61,-4.89%,-3,"102,801",NEU,30-06-2011
27,60,65,57,64,+6.37%,+4,"205,021",NEU,31-03-2011
26,63,63,54,60,-4.94%,-3,"188,732",NEU,31-12-2010
25,52,63,51,63,+23.27%,+12,"299,501",NEU,30-09-2010
24,53,58,48,51,-5.97%,-3,"232,709",NEU,30-06-2010
23,55,57,51,54,-2.18%,-1,"262,468",NEU,31-03-2010
22,55,56,49,56,+1.31%,+1,"355,132",NEU,31-12-2009
21,45,59,41,55,+24.98%,+11,"500,454",NEU,30-09-2009
20,35,46,33,44,+24.79%,+9,"372,572",NEU,30-06-2009
19,31,37,22,35,+15.11%,+5,"243,128",NEU,31-03-2009
18,42,42,26,31,-27.48%,-12,"221,430",NEU,31-12-2008
17,36,44,32,42,+13.87%,+5,"94,249",NEU,30-09-2008
16,37,39,34,37,+1.16%,+0,"285,782",NEU,30-06-2008
15,49,49,35,37,-24.41%,-12,"201,230",NEU,31-03-2008
14,61,63,48,48,-20.33%,-12,"75,191",NEU,31-12-2007
13,65,70,58,61,-5.17%,-3,"208,419",NEU,30-09-2007
12,49,70,43,64,+32.59%,+16,"460,638",NEU,30-06-2007
11,47,57,44,48,+2.69%,+1,"417,084",NEU,31-03-2007
10,46,51,42,47,+3.23%,+1,"55,633",NEU,31-12-2006
9,48,53,41,46,-3.25%,-2,"44,713",NEU,30-09-2006
8,35,48,35,47,+25.94%,+10,"151,766",NEU,30-06-2006
7,30,40,27,37,+25.56%,+8,"449,844",NEU,31-03-2006
6,29,32,27,30,+3.13%,+1,"97,962",NEU,31-12-2005
5,25,29,22,29,+17.12%,+4,"352,506",NEU,30-09-2005
4,29,29,22,25,-15.22%,-4,"58,598",NEU,30-06-2005
3,30,30,27,29,-1.19%,-0,"125,724",NEU,31-03-2005
2,31,32,28,29,-5.55%,-2,"141,079",NEU,31-12-2004
1,32,32,30,31,,,"50,049",NEU,30-09-2004
35,21.20,22.00,18.00,19.85,-6.37%,-1.35,"121,176",NWG,30-06-2022
34,21.30,22.30,18.50,21.20,+1.92%,+0.40,"566,241",NWG,31-03-2022
33,23.00,23.50,18.80,20.80,-9.57%,-2.20,"576,979",NWG,31-12-2021
32,23.53,24.47,22.00,23.00,-1.86%,-0.43,"463,949",NWG,30-09-2021
31,22.59,25.41,22.21,23.44,+3.75%,+0.85,"738,637",NWG,30-06-2021
30,24.66,25.88,22.31,22.59,-8.40%,-2.07,"1,210,169",NWG,31-03-2021
29,25.22,26.35,20.05,24.66,-2.24%,-0.57,"240,849",NWG,31-12-2020
28,23.53,27.67,21.65,25.22,+8.88%,+2.06,"303,989",NWG,30-09-2020
27,18.08,24.62,17.35,23.17,+28.14%,+5.09,"262,836",NWG,30-06-2020
26,19.08,22.35,14.58,18.08,-7.01%,-1.36,"469,115",NWG,31-03-2020
25,16.76,19.81,15.67,19.44,+18.23%,+3.00,"447,032",NWG,31-12-2019
24,16.50,17.35,14.67,16.44,+2.07%,+0.33,"1,203,135",NWG,30-09-2019
23,13.72,16.81,13.63,16.11,+17.09%,+2.35,"231,372",NWG,30-06-2019
22,13.24,13.85,11.67,13.76,+6.39%,+0.83,"242,544",NWG,31-03-2019
21,15.50,15.50,12.02,12.93,-13.15%,-1.96,"339,011",NWG,31-12-2018
20,15.24,15.81,14.37,14.89,-1.73%,-0.26,"335,923",NWG,30-09-2018
19,15.68,16.02,14.11,15.15,-3.33%,-0.52,"872,098",NWG,30-06-2018
18,13.28,16.46,12.89,15.68,+18.81%,+2.48,"1,519,284",NWG,31-03-2018
17,13.19,15.01,11.46,13.19,0.00%,0.00,"1,802,323",NWG,31-12-2017
16,13.87,14.45,12.76,13.19,-6.46%,-0.91,"604,971",NWG,30-09-2017
15,14.20,15.02,13.65,14.10,-0.65%,-0.09,"677,113",NWG,30-06-2017
14,13.19,15.15,13.03,14.20,+7.59%,+1.00,"1,168,821",NWG,31-03-2017
13,11.25,14.07,10.13,13.19,+19.61%,+2.16,"1,532,375",NWG,31-12-2016
12,9.90,11.75,9.54,11.03,+13.37%,+1.30,"478,086",NWG,30-09-2016
11,13.24,13.27,9.34,9.73,-26.19%,-3.45,"907,511",NWG,30-06-2016
10,14.48,14.48,11.11,13.18,-9.00%,-1.30,"1,629,759",NWG,31-03-2016
9,12.71,14.49,11.87,14.49,+15.54%,+1.95,"1,763,806",NWG,31-12-2015
8,14.44,15.34,11.52,12.54,-13.16%,-1.90,"1,878,561",NWG,30-09-2015
7,17.42,18.23,14.37,14.44,-17.76%,-3.12,"1,074,775",NWG,30-06-2015
6,18.17,18.69,16.72,17.56,-3.37%,-0.61,"2,595,247",NWG,31-03-2015
5,16.08,18.59,15.33,18.17,+11.46%,+1.87,"2,270,025",NWG,31-12-2014
4,14.35,16.42,12.28,16.30,+13.58%,+1.95,"1,744,691",NWG,30-09-2014
3,14.76,15.48,13.32,14.35,-1.08%,-0.16,"1,793,698",NWG,30-06-2014
2,16.30,16.37,13.03,14.51,-10.43%,-1.69,"3,856,214",NWG,31-03-2014
1,17.08,17.45,15.65,16.20,,,"6,909,408",NWG,31-12-2013
31,3.28,3.30,2.34,2.60,-21.21%,-0.70,"47,953",NXG,30-06-2022
30,2.50,6.40,2.40,3.30,+35.80%,+0.87,"844,589",NXG,31-03-2022
29,3.90,4.60,1.90,2.43,-39.25%,-1.57,"480,487",NXG,31-12-2021
28,10.10,10.70,3.76,4.00,-60.00%,-6.00,"285,727",NXG,30-09-2021
27,16.40,16.40,8.10,10.00,-37.89%,-6.10,"133,667",NXG,30-06-2021
26,19.30,19.40,14.50,16.10,-16.15%,-3.10,"105,172",NXG,31-03-2021
25,19.10,22.40,15.00,19.20,-1.03%,-0.20,"71,380",NXG,31-12-2020
24,15.10,32.80,14.10,19.40,+28.48%,+4.30,"298,391",NXG,30-09-2020
23,7.50,18.50,6.00,15.10,+118.84%,+8.20,"246,214",NXG,30-06-2020
22,0.50,9.30,0.50,6.90,+1280.00%,+6.40,"383,808",NXG,31-03-2020
21,0.43,0.50,0.35,0.50,0.00%,0.00,"135,195",NXG,31-12-2019
20,0.865,0.88,0.50,0.50,-43.82%,-0.39,"119,178",NXG,30-09-2019
19,0.87,1.49,0.82,0.89,+2.30%,+0.02,"114,188",NXG,30-06-2019
18,0.60,1.30,0.50,0.87,+33.85%,+0.22,"230,794",NXG,31-03-2019
17,0.60,0.68,0.54,0.65,+6.56%,+0.04,"55,448",NXG,31-12-2018
16,0.61,0.70,0.45,0.61,-8.96%,-0.06,"84,261",NXG,30-09-2018
15,0.51,0.67,0.47,0.67,+31.37%,+0.16,"30,643",NXG,30-06-2018
14,0.70,0.78,0.51,0.51,-26.09%,-0.18,"62,318",NXG,31-03-2018
13,1.07,1.12,0.64,0.69,-35.51%,-0.38,"79,543",NXG,31-12-2017
12,0.78,1.07,0.72,1.07,+37.18%,+0.29,"93,519",NXG,30-09-2017
11,0.78,0.84,0.60,0.78,0.00%,0.00,"112,577",NXG,30-06-2017
10,1.08,1.44,0.72,0.78,-27.78%,-0.30,"113,773",NXG,31-03-2017
9,2.22,2.22,0.90,1.08,-52.63%,-1.20,"101,718",NXG,31-12-2016
8,3.60,3.60,2.04,2.28,-29.63%,-0.96,"162,428",NXG,30-09-2016
7,5.64,6.24,3.06,3.24,-42.55%,-2.40,"124,812",NXG,30-06-2016
6,10.80,11.88,2.70,5.64,-50.53%,-5.76,"461,974",NXG,31-03-2016
5,12.24,12.54,8.70,11.40,-7.32%,-0.90,"31,548",NXG,31-12-2015
4,23.46,23.46,10.44,12.30,-46.05%,-10.50,"16,787",NXG,30-09-2015
3,30.66,37.74,20.46,22.80,-25.64%,-7.86,"6,470",NXG,30-06-2015
2,30.96,49.86,30.66,30.66,-2.67%,-0.84,"10,263",NXG,31-03-2015
1,32.34,36.90,28.86,31.50,,,861,NXG,31-12-2014
18,18.000,18.800,14.000,18.000,-3.23%,-0.600,"5,240",NTU,30-06-2022
17,18.200,18.600,12.000,18.600,+2.20%,+0.400,"7,194",NTU,31-03-2022
16,16.400,19.700,14.700,18.200,+6.43%,+1.100,"2,908",NTU,31-12-2021
15,20.200,20.200,15.700,17.100,-15.35%,-3.100,"6,919",NTU,30-09-2021
14,16.200,25.000,16.000,20.200,+23.93%,+3.900,"21,061",NTU,30-06-2021
13,12.400,17.000,11.800,16.300,+31.45%,+3.900,"22,400",NTU,31-03-2021
12,8.500,15.000,7.000,12.400,+45.88%,+3.900,"39,256",NTU,31-12-2020
11,9.800,10.900,7.600,8.500,-13.71%,-1.350,"16,461",NTU,30-09-2020
10,8.000,13.100,8.000,9.850,-17.92%,-2.150,"102,261",NTU,30-06-2020
9,17.200,21.000,12.000,12.000,-31.43%,-5.500,"1,685",NTU,31-03-2020
8,28.000,28.600,17.000,17.500,-38.38%,-10.900,"87,854",NTU,31-12-2019
7,31.800,31.800,27.200,28.400,-14.46%,-4.800,"2,824",NTU,30-09-2019
6,37.800,40.000,31.800,33.200,-12.17%,-4.600,"5,150",NTU,30-06-2019
5,34.600,38.480,33.150,37.800,+13.86%,+4.600,"19,379",NTU,31-03-2019
4,44.940,45.890,32.390,33.200,-26.12%,-11.740,"39,927",NTU,31-12-2018
3,45.605,53.206,41.995,44.940,-1.46%,-0.665,"50,734",NTU,30-09-2018
2,41.710,45.605,40.475,45.605,+9.22%,+3.848,"158,364",NTU,30-06-2018
1,41.928,44.883,39.097,41.757,,,"26,260",NTU,31-03-2018
61,5.00,5.08,3.90,3.95,-21.63%,-1.09,"341,655",NTT,30-06-2022
60,5.08,5.30,3.70,5.04,-2.33%,-0.12,"565,713",NTT,31-03-2022
59,5.80,5.96,4.52,5.16,-11.03%,-0.64,"501,582",NTT,31-12-2021
58,5.55,6.54,4.92,5.80,+4.21%,+0.23,"641,981",NTT,30-09-2021
57,6.56,7.32,4.98,5.57,-14.41%,-0.94,"1,192,787",NTT,30-06-2021
56,5.02,7.03,4.39,6.50,+29.07%,+1.46,"1,411,174",NTT,31-03-2021
55,2.636,5.31,2.431,5.04,+91.11%,+2.40,"1,031,223",NTT,31-12-2020
54,2.570,3.103,2.351,2.636,+2.57%,+0.066,"552,579",NTT,30-09-2020
53,1.990,2.675,1.885,2.570,+35.01%,+0.667,"295,805",NTT,30-06-2020
52,2.018,2.361,1.771,1.904,-9.91%,-0.210,"353,089",NTT,31-03-2020
51,2.123,2.190,1.890,2.113,-0.89%,-0.019,"240,244",NTT,31-12-2019
50,2.036,2.370,1.837,2.132,+2.92%,+0.060,"396,050",NTT,30-09-2019
49,2.099,2.244,1.945,2.072,-1.29%,-0.027,"205,123",NTT,30-06-2019
48,2.153,2.153,1.800,2.099,-2.52%,-0.054,"478,260",NTT,31-03-2019
47,2.343,2.434,1.873,2.153,-8.11%,-0.190,"223,963",NTT,31-12-2018
46,2.161,2.443,2.084,2.343,+8.42%,+0.182,"300,375",NTT,30-09-2018
45,1.738,2.378,1.729,2.161,+12.10%,+0.233,"265,904",NTT,30-06-2018
44,1.989,2.127,1.721,1.928,-0.44%,-0.009,"209,255",NTT,31-03-2018
43,1.954,2.136,1.790,1.937,-0.89%,-0.017,"456,612",NTT,31-12-2017
42,1.807,1.989,1.677,1.954,+8.14%,+0.147,"555,116",NTT,30-09-2017
41,1.997,2.248,1.746,1.807,-9.52%,-0.190,"272,198",NTT,30-06-2017
40,2.481,2.689,1.902,1.997,-18.66%,-0.458,"499,967",NTT,31-03-2017
39,2.525,2.723,2.222,2.455,+0.71%,+0.017,"325,814",NTT,31-12-2016
38,2.602,2.732,2.291,2.438,-6.31%,-0.164,"259,839",NTT,30-09-2016
37,2.331,2.721,2.168,2.602,+11.26%,+0.263,"739,532",NTT,30-06-2016
36,2.082,2.456,1.700,2.339,+11.52%,+0.242,"367,508",NTT,31-03-2016
35,1.708,2.23,1.661,2.097,+23.97%,+0.405,"345,828",NTT,31-12-2015
34,2.004,2.019,1.468,1.692,-11.69%,-0.224,"230,096",NTT,30-09-2015
33,1.468,2.180,1.468,1.916,+21.96%,+0.345,"356,009",NTT,30-06-2015
32,1.512,1.637,1.387,1.571,+10.88%,+0.154,"128,044",NTT,31-03-2015
31,1.585,1.850,1.417,1.417,-13.84%,-0.228,"123,506",NTT,31-12-2014
30,1.762,1.908,1.497,1.644,-6.66%,-0.117,"179,182",NTT,30-09-2014
29,1.967,2.055,1.674,1.762,-13.05%,-0.264,"148,135",NTT,30-06-2014
28,2.143,2.231,1.908,2.026,-1.42%,-0.029,"476,802",NTT,31-03-2014
27,1.997,2.496,1.908,2.055,+1.44%,+0.029,"799,223",NTT,31-12-2013
26,2.026,2.202,1.732,2.026,+1.47%,+0.029,"334,716",NTT,30-09-2013
25,2.231,2.525,1.908,1.997,-10.73%,-0.240,"343,595",NTT,30-06-2013
24,2.039,2.406,1.897,2.237,+9.71%,+0.198,"454,908",NTT,31-03-2013
23,1.756,2.35,1.699,2.039,+16.13%,+0.283,"712,242",NTT,31-12-2012
22,1.727,1.840,1.585,1.756,+1.66%,+0.029,"267,831",NTT,30-09-2012
21,2.775,2.803,1.614,1.727,-37.76%,-1.048,"694,803",NTT,30-06-2012
20,1.274,3.143,1.246,2.775,+127.95%,+1.557,"3,004,331",NTT,31-03-2012
19,1.756,1.897,1.161,1.217,-33.86%,-0.623,"527,449",NTT,31-12-2011
18,2.605,2.661,1.699,1.840,-30.10%,-0.793,"509,441",NTT,30-09-2011
17,2.973,3.058,2.435,2.633,-11.43%,-0.340,"332,132",NTT,30-06-2011
16,3.058,3.20,2.859,2.973,-1.87%,-0.057,"367,950",NTT,31-03-2011
15,3.31,3.48,2.916,3.030,-8.54%,-0.283,"1,051,858",NTT,31-12-2010
14,3.31,3.51,3.058,3.31,+1.74%,+0.06,"1,312,841",NTT,30-09-2010
13,3.31,3.77,3.20,3.26,-1.71%,-0.06,"934,564",NTT,30-06-2010
12,3.143,3.82,2.973,3.31,+1.74%,+0.06,"955,963",NTT,31-03-2010
11,3.34,4.44,2.916,3.26,-1.71%,-0.06,"1,066,688",NTT,31-12-2009
10,4.82,4.82,3.143,3.31,-28.22%,-1.30,"646,288",NTT,30-09-2009
9,4.30,5.79,4.08,4.61,+14.79%,+0.59,"1,250,188",NTT,30-06-2009
8,2.995,4.24,1.719,4.02,+45.00%,+1.25,"783,209",NTT,31-03-2009
7,4.82,4.82,2.523,2.773,-42.20%,-2.024,"428,485",NTT,31-12-2008
6,4.88,5.77,4.52,4.80,-2.81%,-0.14,"289,533",NTT,30-09-2008
5,5.79,6.24,4.63,4.94,-14.84%,-0.86,"643,464",NTT,30-06-2008
4,6.85,8.46,5.52,5.79,-15.73%,-1.08,"779,353",NTT,31-03-2008
3,11.20,12.70,5.96,6.88,-37.69%,-4.16,"2,014,588",NTT,31-12-2007
2,14.20,14.97,10.51,11.04,-24.18%,-3.52,"1,044,368",NTT,30-09-2007
1,16.47,16.58,11.56,14.56,,,"6,853,262",NTT,30-06-2007
98,5.83667,6.98889,5.74222,6.90000,+18.99%,+1.10111,"150,072",ODL,30-06-2022
97,5.81778,5.93111,4.81667,5.79889,-0.32%,-0.01889,"339,620",ODL,31-03-2022
96,5.47778,6.13889,4.94889,5.81778,+6.21%,+0.34000,"338,110",ODL,31-12-2021
95,5.62889,6.70556,5.23222,5.47778,-3.01%,-0.17000,"309,548",ODL,30-09-2021
94,5.17697,5.90353,4.74102,5.64778,+11.84%,+0.59802,"339,054",ODL,30-06-2021
93,4.54117,5.19511,4.45032,5.04976,+10.76%,+0.49045,"343,124",ODL,31-03-2021
92,4.24150,4.66829,3.45128,4.55931,+6.81%,+0.29061,"376,171",ODL,31-12-2020
91,3.99670,4.81364,3.85787,4.26870,+7.04%,+0.28069,"612,637",ODL,30-09-2020
90,3.22509,4.52549,2.99965,3.98801,+27.07%,+0.84962,"633,392",ODL,30-06-2020
89,3.32917,4.76822,2.72227,3.13839,-4.74%,-0.15602,"1,126,249",ODL,31-03-2020
88,2.98227,3.41577,2.89567,3.29441,+9.83%,+0.29476,"401,372",ODL,31-12-2019
87,2.93033,3.03431,2.67023,2.99965,+0.58%,+0.01738,"382,418",ODL,30-09-2019
86,2.59713,3.17078,2.53347,2.98227,+13.44%,+0.35331,"869,026",ODL,30-06-2019
85,2.54924,2.74049,2.42184,2.62896,+3.13%,+0.07972,"300,296",ODL,31-03-2019
84,2.45376,2.54924,2.23059,2.54924,+3.89%,+0.09548,"243,557",ODL,31-12-2018
83,2.94771,2.94771,2.19876,2.45376,-16.76%,-0.49395,"217,519",ODL,30-09-2018
82,2.49192,2.94771,2.49192,2.94771,+14.85%,+0.38118,"408,865",ODL,30-06-2018
81,2.65606,2.76052,2.46207,2.56653,-2.55%,-0.06715,"250,034",ODL,31-03-2018
80,2.61129,2.87243,2.43223,2.63368,-3.28%,-0.08944,"356,646",ODL,31-12-2017
79,3.06633,3.11865,2.52922,2.72312,-11.41%,-0.35067,"183,013",ODL,30-09-2017
78,3.33644,3.36487,2.74588,3.07379,-6.27%,-0.20570,"409,574",ODL,30-06-2017
77,2.70328,3.65651,2.70328,3.27949,+20.05%,+0.54778,"768,523",ODL,31-03-2017
76,2.34751,2.86686,2.26223,2.73171,+16.37%,+0.38420,"887,666",ODL,31-12-2016
75,2.48984,2.71037,2.28357,2.34751,-5.72%,-0.14233,"430,250",ODL,30-09-2016
74,2.52544,2.70328,2.17685,2.48984,-2.78%,-0.07112,"294,286",ODL,30-06-2016
73,2.12698,2.73879,2.02744,2.56096,+24.15%,+0.49810,"785,095",ODL,31-03-2016
72,1.63616,2.16967,1.62907,2.06286,+26.08%,+0.42670,"502,889",ODL,31-12-2015
71,1.52934,1.74278,1.47966,1.63616,+8.49%,+0.12807,"249,033",ODL,30-09-2015
70,1.56494,1.59347,1.47966,1.50809,-2.31%,-0.03560,"175,163",ODL,30-06-2015
69,1.42271,1.70019,1.42271,1.54369,+4.33%,+0.06403,"294,217",ODL,31-03-2015
68,1.52934,1.57212,1.42271,1.47966,-3.25%,-0.04968,"221,071",ODL,31-12-2014
67,1.61472,1.62907,1.42271,1.52934,-7.33%,-0.12098,"323,146",ODL,30-09-2014
66,1.79265,1.79265,1.62199,1.65032,-8.30%,-0.14932,"393,762",ODL,30-06-2014
65,1.82108,2.05587,1.52934,1.79964,-2.32%,-0.04278,"1,145,470",ODL,31-03-2014
64,1.40845,2.02744,1.40137,1.84242,+30.81%,+0.43397,"2,609,304",ODL,31-12-2013
63,1.43697,1.52934,1.19519,1.40845,-6.61%,-0.09964,"572,613",ODL,30-09-2013
62,1.37294,1.67176,1.23779,1.50809,+12.17%,+0.16358,"352,201",ODL,30-06-2013
61,1.41553,1.59347,1.28756,1.34451,-3.56%,-0.04968,"569,671",ODL,31-03-2013
60,1.54369,1.56494,1.35150,1.39419,-10.10%,-0.15659,"282,300",ODL,31-12-2012
59,1.28048,1.70727,1.16667,1.55078,+21.11%,+0.27030,"643,988",ODL,30-09-2012
58,1.86377,1.86377,1.17385,1.28048,-30.77%,-0.56912,"1,530,466",ODL,30-06-2012
57,0.90346,1.86377,0.86077,1.84960,+107.99%,+0.96031,"3,642,523",ODL,31-03-2012
56,1.08838,1.25913,0.79673,0.88929,-18.83%,-0.20636,"562,012",ODL,31-12-2011
55,1.62199,1.89229,1.05287,1.09565,-32.45%,-0.52634,"649,270",ODL,30-09-2011
54,1.95623,2.04878,1.52235,1.62199,-17.09%,-0.33424,"638,249",ODL,30-06-2011
53,2.04170,2.26922,1.81399,1.95623,-1.79%,-0.03570,"1,129,454",ODL,31-03-2011
52,3.04470,3.04470,1.95623,1.99193,-30.52%,-0.87493,"2,836,541",ODL,31-12-2010
51,1.14533,3.05896,1.13824,2.86686,+151.87%,+1.72862,"8,072,988",ODL,30-09-2010
50,1.10273,1.62199,1.09565,1.13824,+6.66%,+0.07111,"733,312",ODL,30-06-2010
49,0.79673,1.26622,0.68293,1.06713,+38.89%,+0.29882,"806,782",ODL,31-03-2010
48,0.79673,0.91772,0.58338,0.76831,-9.25%,-0.07829,"540,815",ODL,31-12-2009
47,0.67584,1.04578,0.67584,0.84660,+20.19%,+0.14223,"840,500",ODL,30-09-2009
46,0.39124,0.72571,0.38415,0.70437,+80.04%,+0.31313,"1,385,880",ODL,30-06-2009
45,1.08838,1.15959,0.26321,0.39124,-63.09%,-0.66871,"23,536,585",ODL,31-03-2009
44,2.73879,2.81001,1.05287,1.05995,-60.69%,-1.63616,"1,072,237",ODL,31-12-2008
43,2.37603,3.20129,2.26922,2.69611,+14.85%,+0.34860,"1,081,009",ODL,30-09-2008
42,3.84134,4.04062,2.19819,2.34751,-40.75%,-1.61481,"1,523,298",ODL,30-06-2008
41,4.33944,4.62400,3.20129,3.96232,-5.59%,-0.23470,"3,121,445",ODL,31-03-2008
40,5.91156,6.33118,3.27949,4.19702,-28.92%,-1.70746,"4,335,048",ODL,31-12-2007
39,8.52909,8.94162,5.19312,5.90448,-30.25%,-2.56124,"4,068,145",ODL,30-09-2007
38,7.11384,9.53322,6.64426,8.46572,+18.53%,+1.32355,"5,772,022",ODL,30-06-2007
37,6.99994,8.15226,6.34544,7.14217,+3.83%,+0.26321,"7,589,755",ODL,31-03-2007
36,6.68686,10.37090,6.11783,6.87896,+3.09%,+0.20627,"11,560,151",ODL,31-12-2006
35,4.19702,8.06697,4.05478,6.67269,+58.99%,+2.47567,"7,923,525",ODL,30-09-2006
34,4.19702,5.54880,3.66359,4.19702,0.00%,0.00000,"6,821,167",ODL,30-06-2006
33,3.59248,4.73063,3.52136,4.19702,+18.00%,+0.64015,"8,744,659",ODL,31-03-2006
32,3.54271,3.91255,3.14424,3.55687,+2.04%,+0.07111,"5,340,806",ODL,31-12-2005
31,2.45414,3.54979,2.36177,3.48576,+40.81%,+1.01028,"4,392,388",ODL,30-09-2005
30,2.40446,2.60364,2.16259,2.47548,+1.75%,+0.04259,"895,484",ODL,30-06-2005
29,2.76014,2.82417,2.24079,2.43289,-13.42%,-0.37712,"1,521,862",ODL,31-03-2005
28,3.48576,3.48576,2.73879,2.81001,-17.71%,-0.60463,"841,547",ODL,31-12-2004
27,3.03053,3.94816,2.55387,3.41464,+12.94%,+0.39128,"1,950,069",ODL,30-09-2004
26,1.69301,3.08031,1.68593,3.02336,+78.58%,+1.33035,"872,056",ODL,30-06-2004
25,1.35877,1.77131,1.35877,1.69301,+24.60%,+0.33424,"406,353",ODL,31-03-2004
24,1.17385,1.39419,1.00300,1.35877,+12.35%,+0.14941,"166,288",ODL,31-12-2003
23,0.96749,1.70019,0.89637,1.20936,+25.92%,+0.24895,"249,247",ODL,30-09-2003
22,0.61889,1.05995,0.50509,0.96041,+53.40%,+0.33433,"218,296",ODL,30-06-2003
21,0.54079,0.71145,0.49791,0.62607,+31.37%,+0.14950,"84,351",ODL,31-03-2003
20,0.47657,0.58338,0.42685,0.47657,-18.31%,-0.10682,"15,512",ODL,31-12-2002
19,0.58338,0.61172,0.44821,0.58338,-4.63%,-0.02833,"382,914",ODL,30-09-2002
18,0.49791,0.64014,0.49791,0.61172,+43.31%,+0.18487,"433,890",ODL,30-06-2002
17,1.01018,1.01018,0.41259,0.42685,-56.84%,-0.56208,"1,068,904",ODL,31-03-2002
16,0.89637,1.03152,0.79673,0.98893,-0.70%,-0.00699,"245,952",ODL,31-12-2001
15,0.99592,1.12398,0.88211,0.99592,0.00%,0.00000,"120,876",ODL,30-09-2001
14,0.78257,1.03152,0.68293,0.99592,+27.26%,+0.21335,"246,669",ODL,30-06-2001
13,0.92480,1.07431,0.52643,0.78257,-15.38%,-0.14223,"688,199",ODL,31-03-2001
12,1.21644,1.24487,0.81808,0.92480,-27.37%,-0.34850,"717,673",ODL,31-12-2000
11,1.62907,1.71436,1.25205,1.27330,-22.18%,-0.36286,"952,069",ODL,30-09-2000
10,2.01318,2.04878,1.52934,1.63616,-16.67%,-0.32725,"782,953",ODL,30-06-2000
9,2.53253,2.55387,1.83534,1.96341,-21.37%,-0.53351,"1,645,959",ODL,31-03-2000
8,2.31200,2.56813,2.09856,2.49692,+9.69%,+0.22053,"1,210,500",ODL,31-12-1999
7,3.09457,3.09457,2.24079,2.27639,-28.89%,-0.92490,"1,123,372",ODL,30-09-1999
6,2.41872,3.37903,2.34751,3.20129,+28.57%,+0.71145,"3,326,327",ODL,30-06-1999
5,3.45024,3.77022,2.13416,2.48984,-32.69%,-1.20936,"4,359,449",ODL,31-03-1999
4,4.55279,4.97958,3.69920,3.69920,-18.75%,-0.85359,"6,535,677",ODL,31-12-1998
3,4.12599,4.83735,3.73471,4.55279,+8.48%,+0.35577,"6,564,056",ODL,30-09-1998
