symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
TIM,31-03-2011,PLN,76596,1858,2297,1697,1247,3105,260295,204647,"21 790,000",78,9392
TIM,30-06-2011,PLN,94175,3484,3954,3113,1357,4841,271343,195970,"21 790,000",143,8994
TIM,30-09-2011,PLN,110616,5286,5515,4618,1385,6671,284311,200823,"21 790,000",212,9216
TIM,31-12-2011,PLN,107891,4479,4745,4113,1447,5926,280482,205131,"21 790,000",189,9414
TIM,31-03-2010,PLN,63586,1626,2511,1594,1010,2636,258888,211857,"23 100,000",69,9171
TIM,30-06-2010,PLN,77249,752,1273,1418,1265,2017,262621,210567,"23 100,000",61,9115
TIM,30-09-2010,PLN,90641,3450,3876,3005,1184,4634,264010,198277,"23 100,000",130,8583
TIM,31-12-2010,PLN,100841,4804,5232,4122,1208,6012,272895,202756,"21 790,000",189,9305
TIM,31-03-2009,PLN,81004,2562,3096,2652,973,3535,267097,202424,"23 437,000",113,8637
TIM,30-06-2009,PLN,80854,2301,2880,1927,1155,3456,268402,205140,"23 647,000",81,8675
TIM,30-09-2009,PLN,87532,1725,2315,1345,0,1725,263083,206194,"23 647,000",57,8720
TIM,31-12-2009,PLN,86383,3316,4074,3619,2391,5707,270517,210134,"23 100,000",157,9097
TIM,31-03-2008,PLN,108362,7519,7341,6230,885,8404,273267,191093,"23 437,000",266,8153
TIM,30-06-2008,PLN,111835,7357,7438,5247,865,8222,272973,197402,"23 437,000",224,8423
TIM,30-09-2008,PLN,110718,2409,2968,1628,1052,3461,265365,199931,"23 437,000",69,8531
TIM,31-12-2008,PLN,109017,1868,3113,2009,1702,3570,276408,201172,"23 437,000",86,8584
TIM,31-03-2007,PLN,102803,7262,7041,5912,981,8243,239758,154785,"20 380,000",290,7595
TIM,30-06-2007,PLN,119064,12784,13585,11097,955,13739,265332,166345,"23 437,000",473,7098
TIM,30-09-2007,PLN,120021,9563,10083,8992,1020,10583,0,0,"23 437,000",384,0
TIM,31-12-2007,PLN,132231,11901,11198,7913,435,12336,284517,184123,"23 437,000",338,7856
TIM,31-03-2006,PLN,60883,4904,4351,3829,836,5740,126016,40483,"20 380,000",188,1986
TIM,30-06-2006,PLN,101117,10621,10206,8348,1279,11900,166612,43942,"20 380,000",410,2156
TIM,30-09-2006,PLN,107599,10936,10468,8779,1407,12343,0,0,"20 380,000",431,0
TIM,31-12-2006,PLN,122592,8520,8094,5666,1082,9602,201003,58387,"20 380,000",278,2865
TIM,31-03-2005,PLN,42605,2753,2507,2051,642,3395,76772,23812,"20 380,000",101,1168
TIM,30-06-2005,PLN,54527,4234,3792,3308,711,4945,91130,27120,"20 380,000",162,1331
TIM,30-09-2005,PLN,70565,6029,5589,3800,898,6927,116799,30920,"20 380,000",186,1517
TIM,31-12-2005,PLN,83046,8029,7658,6060,980,9009,135066,36980,"20 380,000",297,1815
TIM,31-03-2004,PLN,37534,1118,709,709,746,1864,70810,11362,"24 200,000",29,470
TIM,30-06-2004,PLN,48590,3659,3535,3535,738,4397,78966,14674,"24 200,000",146,606
TIM,30-09-2004,PLN,56718,4042,3645,3485,897,4939,88044,18159,"24 200,000",144,750
TIM,31-12-2004,PLN,64211,4599,4335,3603,1367,5966,92587,21761,"20 380,000",177,1068
TIM,31-03-2003,PLN,28143,-463,-1067,-1067,1061,598,68851,10233,"24 200,000",-44,423
TIM,30-06-2003,PLN,33379,1046,-715,-715,1045,2091,70604,9459,"24 200,000",-30,391
TIM,30-09-2003,PLN,42182,2528,1905,1905,989,3517,74918,11353,"24 200,000",79,469
TIM,31-12-2003,PLN,44338,1541,57,725,851,2392,70552,10653,"24 200,000",30,440
TIM,31-03-2002,PLN,26694,-1018,-1701,-1701,1183,165,83791,19922,"24 200,000",-70,823
TIM,30-06-2002,PLN,28931,103,-6324,-6324,997,1100,82261,13597,"24 200,000",-261,562
TIM,30-09-2002,PLN,38412,687,-32,-32,1044,1731,86555,13565,"24 200,000",-1,561
TIM,31-12-2002,PLN,36373,-2614,-1854,-1798,1078,-1536,77434,11626,"24 200,000",-74,480
TIM,31-03-2001,PLN,42115,158,321,149,928,1086,104200,32257,"24 200,000",6,1333
TIM,30-06-2001,PLN,37416,-799,-1835,-2007,910,111,107225,28527,"24 200,000",-83,1179
TIM,30-09-2001,PLN,38210,-2928,-4048,-4048,1105,-1823,100028,24479,"24 200,000",-167,1012
TIM,31-12-2001,PLN,36959,-1537,-2953,-2856,1388,-149,98073,21622,"24 200,000",-118,893
TIM,31-03-2000,PLN,28924,278,1021,622,859,1137,89133,37944,0,,
TIM,30-06-2000,PLN,30935,226,413,326,892,1118,88513,34570,0,,
TIM,30-09-2000,PLN,39252,751,256,130,976,1727,95577,34700,0,,
TIM,31-12-2000,PLN,54510,638,1306,797,986,1624,107523,35497,0,,
TIM,31-03-1999,PLN,27100,731,625,420,491,1222,64134,33956,0,,
TIM,30-06-1999,PLN,29972,516,679,487,481,997,64728,34008,0,,
TIM,30-09-1999,PLN,35848,2186,2092,1556,542,2728,87957,35417,0,,
TIM,31-12-1999,PLN,50168,1354,3344,1904,718,2072,106117,37322,0,,
TIM,31-03-1998,PLN,22036,1117,852,637,312,1429,47025,29441,0,,
TIM,30-06-1998,PLN,27143,1462,1733,1255,401,1863,48227,30468,0,,
TIM,30-09-1998,PLN,35577,3511,3061,2029,487,3998,58311,32497,0,,
TIM,31-12-1998,PLN,40232,3100,3231,1783,472,3572,65531,33966,0,,
TORPOL,30-06-2021,PLN,245715,17299,16115,12450,5213,22512,981256,238101,"22 970,000",542,10366
TORPOL,30-09-2021,PLN,251591,19321,18914,15357,5479,24800,908907,253468,"22 970,000",669,11035
TORPOL,31-12-2021,PLN,329288,57488,56114,41117,5370,62858,939596,294830,"22 970,000",1790,12835
TORPOL,31-03-2022,PLN,202328,23925,26204,21069,5732,29657,1005992,315918,"22 970,000",917,13754
TORPOL,30-06-2020,PLN,328841,9957,8284,6736,5519,15476,1027129,221784,"22 970,000",293,9655
TORPOL,30-09-2020,PLN,373817,15762,14475,11653,5008,20770,1053906,233441,"22 970,000",507,10163
TORPOL,31-12-2020,PLN,371798,25791,24951,21331,5540,31331,1017030,254820,"22 970,000",929,11094
TORPOL,31-03-2021,PLN,204465,8775,8269,6699,5348,14123,998252,261501,"22 970,000",292,11384
TORPOL,30-06-2019,PLN,389286,9427,7530,5837,5230,14657,772803,210924,"22 970,000",254,9183
TORPOL,30-09-2019,PLN,388051,15638,13563,10976,5280,20918,871105,221816,"22 970,000",478,9657
TORPOL,31-12-2019,PLN,533533,11610,9581,7083,5930,17540,1258194,228623,"22 970,000",308,9953
TORPOL,31-03-2020,PLN,243632,10309,9140,7254,5381,15690,1021108,236727,"22 970,000",316,10306
TORPOL,30-06-2018,PLN,328164,5304,-18968,-20316,3458,8762,690906,179572,"22 970,000",-884,7818
TORPOL,30-09-2018,PLN,419870,21789,17008,12972,4053,25842,759738,192699,"22 970,000",565,8389
TORPOL,31-12-2018,PLN,542152,20334,17496,13986,4818,25152,833996,207100,"22 970,000",609,9016
TORPOL,31-03-2019,PLN,256161,4927,4899,3849,4567,9494,677652,210746,"22 970,000",168,9175
TORPOL,30-06-2017,PLN,132785,-2556,-3970,-4310,3316,760,536294,207488,"22 970,000",-188,9033
TORPOL,30-09-2017,PLN,145783,586,403,240,3220,3806,624082,208040,"22 970,000",10,9057
TORPOL,31-12-2017,PLN,357119,3169,1216,-8896,3236,6405,763522,198819,"22 970,000",-387,8656
TORPOL,31-03-2018,PLN,209114,1765,1928,1524,3787,5552,644786,200273,"22 970,000",66,8719
TORPOL,30-06-2016,PLN,185873,2641,1585,1029,3554,6195,586968,211173,"22 970,000",45,9193
TORPOL,30-09-2016,PLN,156729,3683,3317,2813,3579,7262,554831,214199,"22 970,000",122,9325
TORPOL,31-12-2016,PLN,266058,14561,11540,8518,3624,18185,672479,223307,"22 970,000",371,9722
TORPOL,31-03-2017,PLN,65343,-821,-1029,-799,3497,2676,520343,222131,"22 970,000",-35,9670
TORPOL,30-06-2015,PLN,275624,4344,3535,2944,2942,7286,639369,198567,"22 970,000",128,8645
TORPOL,30-09-2015,PLN,399109,24755,23656,19325,3302,28057,773948,217630,"22 970,000",841,9475
TORPOL,31-12-2015,PLN,376588,9356,7249,5145,3313,12669,664080,222823,"22 970,000",224,9701
TORPOL,31-03-2016,PLN,134478,3243,3780,3002,3210,6453,571877,225877,"22 970,000",131,9834
TORPOL,30-06-2014,PLN,140797,6615,5568,4158,2582,9197,488924,127550,"15 570,000",267,8192
TORPOL,30-09-2014,PLN,183912,8548,7941,6718,2601,11149,656829,190432,"22 970,000",292,8290
TORPOL,31-12-2014,PLN,368936,15387,15478,12970,2743,18130,763718,202521,"22 970,000",565,8817
TORPOL,31-03-2015,PLN,156030,4901,5744,4586,2882,7783,707996,207067,"22 970,000",200,9015
TORPOL,30-09-2013,PLN,118885,4204,3100,2486,2623,6827,0,0,"15 570,000",160,0
TORPOL,31-12-2013,PLN,130575,8797,7650,6512,2622,11419,494435,122223,"15 570,000",418,7850
TORPOL,31-03-2014,PLN,81760,2097,1360,1157,2588,4685,0,0,"15 570,000",74,0
TOWERINVT,31-03-2021,PLN,3538,2469,2491,2064,199,2668,95288,48252,"1 560,750",1322,30916
TOWERINVT,30-06-2021,PLN,2307,-494,-428,-230,189,-305,94538,48022,"1 560,750",-148,30769
TOWERINVT,30-09-2021,PLN,405,-786,-761,-680,179,-607,93942,47342,"1 560,750",-436,30333
TOWERINVT,31-12-2021,PLN,726,846,911,804,190,1036,99465,48146,"1 560,750",515,30848
TOWERINVT,31-03-2020,PLN,121,-574,-555,-279,190,-384,89799,48399,"1 560,750",-179,31010
TOWERINVT,30-06-2020,PLN,161,-415,-374,-404,174,-241,90179,47995,"1 560,750",-259,30751
TOWERINVT,30-09-2020,PLN,1026,593,569,376,206,799,91340,48371,"1 560,750",241,30992
TOWERINVT,31-12-2020,PLN,2085,-2828,-2198,-2182,189,-2639,92239,46189,"1 560,750",-1398,29594
TOWERINVT,31-03-2019,PLN,413,-758,-614,-812,145,-613,89739,47628,"1 560,750",-520,30516
TOWERINVT,30-06-2019,PLN,1337,273,441,519,181,454,89570,46593,"1 560,750",332,29853
TOWERINVT,30-09-2019,PLN,3922,2360,2537,2128,174,2534,91441,48721,"1 560,750",1364,31216
TOWERINVT,31-12-2019,PLN,3541,82,-7,61,187,269,90790,48678,"1 560,750",39,31189
TOWERINVT,31-03-2018,PLN,83,-479,-554,-557,68,-411,86668,43328,"1 560,750",-357,27761
TOWERINVT,30-06-2018,PLN,2961,7511,7707,6389,77,7588,94496,49717,"1 560,750",4093,31854
TOWERINVT,30-09-2018,PLN,5627,1741,1800,1497,72,1813,95652,51143,"1 560,750",959,32768
TOWERINVT,31-12-2018,PLN,1905,-3108,-3115,-2608,76,-3032,88664,48535,"1 560,750",-1671,31097
TOWERINVT,30-06-2017,PLN,14,-599,-706,-706,7,-592,43339,18347,"1 060,750",-666,17297
TOWERINVT,30-09-2017,PLN,28,-1448,2462,2462,24,-1424,52565,21516,"1 060,750",2321,20284
TOWERINVT,31-12-2017,PLN,12,-714,-1116,-1149,41,-673,59847,20367,"1 060,750",-1084,19200
TOWERINVT,30-06-2016,PLN,660,332,-30,-30,2,334,9287,6556,"1 060,750",-28,6181
TOWERINVT,30-09-2016,PLN,740,-57,-14,-20,5,-52,21416,18701,"1 060,750",-19,17630
TOWERINVT,31-03-2017,PLN,894,412,248,147,7,419,42261,18814,"1 060,750",138,17736
TOWERINVT,30-09-2015,PLN,0,-1,92,92,0,-1,3840,1613,"1 060,750",87,1520
TOWERINVT,31-12-2015,PLN,0,0,0,0,0,0,8368,6649,"1 060,750",0,6268
TOWERINVT,31-03-2016,PLN,0,-63,-63,-63,0,-63,10496,6586,"1 060,750",-60,6209
TOWERINVT,30-06-2015,,5,-404,-404,-404,0,-404,3142,1521,"1 060,750",-381,1433
TOYA,30-06-2021,PLN,142467,22578,22409,18106,2162,24740,329972,217435,"75 042,226",241,2898
TOYA,30-09-2021,PLN,132809,18745,18490,14903,2220,20965,352800,232338,"75 042,226",199,3096
TOYA,31-12-2021,PLN,127409,16552,16179,13013,2307,18859,409914,245336,"75 042,226",173,3269
TOYA,31-03-2022,PLN,142938,20559,19459,15681,2307,22866,491096,261017,"75 042,226",209,3478
TOYA,30-06-2020,PLN,101670,17401,17154,13840,1512,18913,321081,235223,"75 042,226",184,3135
TOYA,30-09-2020,PLN,110272,16744,16435,13269,1878,18622,338795,188458,"75 042,226",177,2511
TOYA,31-12-2020,PLN,117718,19487,19257,15460,1938,21425,308870,203871,"75 042,226",206,2717
TOYA,31-03-2021,PLN,140413,21526,21313,17220,2093,23619,298896,221091,"75 042,226",229,2946
TOYA,30-06-2019,PLN,88637,14006,13477,10876,1224,15230,309485,190882,"75 042,226",145,2544
TOYA,30-09-2019,PLN,87896,13379,12889,10400,1219,14598,310944,201282,"75 042,226",139,2682
TOYA,31-12-2019,PLN,90193,10542,10039,8030,1264,11806,328957,209212,"75 042,226",107,2788
TOYA,31-03-2020,PLN,112603,15550,15099,12171,1267,16817,319177,221383,"75 042,226",162,2950
TOYA,30-06-2018,PLN,74899,13768,13654,11034,601,14369,232152,150780,"75 042,226",147,2009
TOYA,30-09-2018,PLN,77169,12998,12689,10193,648,13646,262571,160973,"75 042,226",136,2145
TOYA,31-12-2018,PLN,82548,10781,10368,8300,674,11455,289782,169227,"75 042,226",111,2255
TOYA,31-03-2019,PLN,90057,13938,13358,10779,1209,15147,307079,180006,"75 042,226",144,2399
TOYA,30-06-2017,PLN,68323,11260,11215,9037,518,11778,201439,178597,"78 330,841",115,2280
TOYA,30-09-2017,PLN,70222,11171,11094,8901,529,11700,215566,157937,"78 330,841",114,2016
TOYA,31-12-2017,PLN,73146,9511,9335,7438,545,10056,226183,165332,"78 330,841",95,2111
TOYA,31-03-2018,PLN,77017,12217,12032,9719,607,12824,226742,175017,"78 330,841",124,2234
TOYA,30-06-2016,PLN,67958,11133,11144,8996,463,11596,197620,145934,"78 330,841",115,1863
TOYA,30-09-2016,PLN,62212,9080,8897,7140,486,9566,218899,153074,"78 330,841",91,1954
TOYA,31-12-2016,PLN,65380,8197,7992,6437,508,8705,209379,159558,"78 330,841",82,2037
TOYA,31-03-2017,PLN,76092,12582,12436,10002,504,13086,206313,169560,"78 330,841",128,2165
TOYA,30-06-2015,PLN,55675,8318,8147,6545,450,8768,201779,146727,"78 146,944",84,1878
TOYA,30-09-2015,PLN,56932,7739,7593,6073,430,8169,193124,152818,"78 330,841",78,1951
TOYA,31-12-2015,PLN,59332,6794,6752,5276,437,7231,177088,158113,"78 330,841",67,2019
TOYA,31-03-2016,PLN,64206,8752,8709,7024,440,9192,186042,165137,"78 330,841",90,2108
TOYA,30-06-2014,PLN,57281,8570,8486,6811,406,8976,169137,114002,"75 402,375",90,1512
TOYA,30-09-2014,PLN,56176,8979,8774,7019,420,9399,182128,130977,"75 402,375",93,1737
TOYA,31-12-2014,PLN,53345,5691,5506,4515,405,6096,192098,135033,"78 146,944",58,1728
TOYA,31-03-2015,PLN,62827,6680,6348,5117,435,7115,205403,140175,"78 146,944",65,1794
TOYA,30-06-2013,PLN,56838,8702,8536,6778,346,9048,146405,104944,"75 402,375",90,1392
TOYA,30-09-2013,PLN,54687,8493,8410,6759,362,8855,136822,111816,"75 402,375",90,1483
TOYA,31-12-2013,PLN,48591,4610,4618,3758,388,4998,145260,115157,"75 402,375",50,1527
TOYA,31-03-2014,PLN,55773,7663,7548,6048,374,8037,159053,121405,"75 402,375",80,1610
TOYA,30-06-2012,PLN,53672,9350,8582,6827,260,9610,165936,95084,"75 024,642",91,1267
TOYA,30-09-2012,PLN,47828,5477,4761,3771,371,5848,0,0,"75 213,589",50,0
TOYA,31-12-2012,PLN,44693,4787,3640,2842,372,5159,150572,102406,"75 213,589",38,1362
TOYA,31-03-2013,PLN,50751,7830,7447,5807,352,8182,154443,108489,"75 213,589",77,1442
TOYA,30-06-2011,PLN,51037,7570,6722,5380,642,8212,147071,45483,"65 573,800",82,694
TOYA,30-09-2011,PLN,53888,10276,9243,7449,505,10781,0,0,"65 573,800",114,0
TOYA,31-12-2011,PLN,45404,6861,6135,4987,491,7352,157840,83555,"65 573,800",76,1274
TOYA,31-03-2012,PLN,47850,5271,4511,3525,462,5733,157876,87700,"65 573,800",54,1337
TOYA,30-09-2010,PLN,49191,6639,6372,3507,356,6995,0,0,"65 573,800",53,0
TOYA,31-12-2010,PLN,41306,34602,33126,3871,1046,35648,213212,82751,"65 573,800",59,1262
TOYA,31-03-2011,PLN,52021,9131,7811,6693,482,9613,0,0,"65 573,800",102,0
TRAKCJA,31-03-2021,PLN,139994,-3507,-6725,-6675,5025,1518,1084982,272971,"86 450,976",-77,3158
TRAKCJA,30-06-2021,PLN,177357,-20371,-21823,-19734,5272,-15099,1100105,253236,"86 450,976",-228,2929
TRAKCJA,30-09-2021,PLN,225686,8435,1299,-1381,4796,13231,1130173,251856,"86 450,976",-16,2913
TRAKCJA,31-12-2021,PLN,249725,17813,36751,31644,4638,22451,1053863,283734,"86 450,976",366,3282
TRAKCJA,31-03-2020,PLN,140730,-8858,-15816,-13200,5147,-3711,1202828,336593,"86 450,976",-153,3893
TRAKCJA,30-06-2020,PLN,175045,-9272,-10937,-9817,4886,-4386,1192009,327045,"86 450,976",-114,3783
TRAKCJA,30-09-2020,PLN,167981,-5043,-10008,-8749,4785,-258,1175135,318286,"86 450,976",-101,3682
TRAKCJA,31-12-2020,PLN,168997,-31384,-42325,-38715,5403,-25981,1134587,279645,"86 450,976",-448,3235
TRAKCJA,31-03-2019,PLN,186455,-2599,-4559,-3327,4870,2271,1276507,536379,"51 399,548",-65,10435
TRAKCJA,30-06-2019,PLN,236996,-18244,-18772,-15579,5105,-13139,1308468,520809,"51 399,548",-303,10133
TRAKCJA,30-09-2019,PLN,210933,-56579,-66232,-54043,4719,-51860,1473810,466742,"51 399,548",-1051,9081
TRAKCJA,31-12-2019,PLN,199826,-63788,-186004,-176730,5730,-58058,1228461,349925,"86 450,976",-2044,4048
TRAKCJA,31-03-2018,PLN,170222,-10075,-11040,-9571,3467,-6608,1083456,621613,"51 399,548",-186,12094
TRAKCJA,30-06-2018,PLN,242058,-1505,9712,10927,3690,2185,1167915,627376,"51 399,548",213,12206
TRAKCJA,30-09-2018,PLN,317518,2329,135,-82,3567,5896,1255547,627307,"51 399,548",-2,12205
TRAKCJA,31-12-2018,PLN,274497,-92315,-106780,-87961,3856,-88459,1256817,539705,"51 399,548",-1711,10500
TRAKCJA,31-03-2017,PLN,91721,6260,4838,3935,3324,9584,912309,629192,"51 399,548",77,12241
TRAKCJA,30-06-2017,PLN,230286,554,20115,19568,3372,3926,1059527,623035,"51 399,548",381,12121
TRAKCJA,30-09-2017,PLN,231761,-1556,-1172,-541,3655,2099,1055900,622493,"51 399,548",-11,12111
TRAKCJA,31-12-2017,PLN,304513,13714,11960,9078,3457,17171,1109175,631598,"51 399,548",177,12288
TRAKCJA,31-03-2016,PLN,91028,3849,3327,2918,2770,6619,857218,616682,"51 399,548",57,11998
TRAKCJA,30-06-2016,PLN,177315,43,23932,23509,3095,3138,913600,622837,"51 399,548",457,12118
TRAKCJA,30-09-2016,PLN,222773,2019,795,948,3140,5159,972952,624289,"51 399,548",18,12146
TRAKCJA,31-12-2016,PLN,335082,3803,1676,1324,3192,6995,1014058,625311,"51 399,548",26,12166
TRAKCJA,31-03-2015,PLN,155364,4300,3171,2507,3213,7513,903491,583156,"51 399,548",49,11346
TRAKCJA,30-06-2015,PLN,190678,7254,21908,20205,3430,10684,945870,602623,"51 399,548",393,11724
TRAKCJA,30-09-2015,PLN,185701,6812,5994,4530,3556,10368,952447,606694,"51 399,548",88,11803
TRAKCJA,31-12-2015,PLN,231656,11728,10565,7919,599,12327,919161,613327,"51 399,548",154,11933
TRAKCJA,31-03-2014,PLN,135104,3874,956,707,2865,6739,923657,538243,"51 399,548",14,10472
TRAKCJA,30-06-2014,PLN,245804,9543,5799,4373,2916,12459,1073104,541467,"51 399,548",85,10534
TRAKCJA,30-09-2014,PLN,226344,7057,18342,17454,3044,10101,1077440,556339,"51 399,548",340,10824
TRAKCJA,31-12-2014,PLN,358832,36526,34167,27263,2822,39348,1072553,581244,"51 399,548",530,11308
TRAKCJA,31-03-2013,PLN,123872,-1877,-6117,-7741,2447,570,724117,494010,"51 399,548",-151,9611
TRAKCJA,30-06-2013,PLN,128743,12744,11556,10831,2576,15320,781807,501190,"51 399,548",211,9751
TRAKCJA,30-09-2013,PLN,197075,2443,-327,1578,2563,5006,829174,500803,"51 399,548",31,9743
TRAKCJA,31-12-2013,PLN,302783,13180,9847,20140,2729,15909,1084575,533977,"51 399,548",392,10389
TRAKCJA,31-03-2012,PLN,82254,-4542,5126,6525,1489,-3053,804864,431357,"29 013,185",225,14868
TRAKCJA,30-06-2012,PLN,129733,-14381,-17309,-16422,1511,-12870,780819,414517,"29 013,185",-566,14287
TRAKCJA,30-09-2012,PLN,158948,-4761,-7804,-9817,1511,-3250,0,0,"29 013,185",-338,0
TRAKCJA,31-12-2012,PLN,422887,-14097,-33239,-38422,7621,-6476,871621,411062,"29 013,185",-1324,14168
TRAKCJA,31-03-2011,PLN,49995,-3235,51648,52161,1250,-1985,540067,373380,"20 013,185",2606,18657
TRAKCJA,30-06-2011,PLN,171100,-3290,-9170,-7521,1322,-1968,1225093,622574,"29 013,185",-259,21458
TRAKCJA,30-09-2011,PLN,205215,4758,15156,15595,1479,6237,0,0,"29 013,185",538,0
TRAKCJA,31-12-2011,PLN,247682,-358,-7268,-7301,1519,1161,955558,426112,"29 013,185",-252,14687
TRAKCJA,31-03-2010,PLN,26342,1180,860,691,1051,2231,372714,287024,"20 013,185",35,14342
TRAKCJA,30-06-2010,PLN,47318,803,1860,1484,1139,1942,390290,288205,"20 013,185",74,14401
TRAKCJA,30-09-2010,PLN,70001,-1417,38029,37978,1132,-285,0,0,"20 013,185",1898,0
TRAKCJA,31-12-2010,PLN,167635,1754,-4843,-3791,1218,2972,586807,321342,"20 013,185",-189,16057
TRAKCJA,31-03-2009,PLN,73149,-8051,-4899,-4018,1106,-6945,455235,238776,"20 013,185",-201,11931
TRAKCJA,30-06-2009,PLN,142906,17796,22243,18010,1157,18953,453497,234328,"20 013,185",900,11709
TRAKCJA,30-09-2009,PLN,106449,24183,22232,17954,1170,25353,0,0,"20 013,185",897,0
TRAKCJA,31-12-2009,PLN,90149,281,1214,942,1131,1412,414949,286504,"20 013,185",47,14316
TRAKCJA,31-03-2008,PLN,74942,2937,2193,1657,745,3682,269780,111811,0,,
TRAKCJA,30-06-2008,PLN,149399,18165,18449,14908,557,18722,452226,242513,"20 013,185",745,12118
TRAKCJA,30-09-2008,PLN,118033,14060,15944,12944,1365,15425,0,0,"20 013,185",647,0
TRAKCJA,31-12-2008,PLN,1832,-17390,-10944,-8941,946,-16444,574120,269146,"20 013,185",-447,13448
TRAKCJA,31-03-2007,PLN,49135,918,1549,1333,689,1607,262443,104853,0,,
TRAKCJA,30-06-2007,PLN,113982,5869,8308,6810,549,6418,350637,111566,0,,
TRAKCJA,30-09-2007,PLN,133275,3945,3073,2617,592,4537,0,0,0,,
TRAKCJA,31-12-2007,PLN,3294,-2966,-1721,-1159,578,-2388,298931,113033,0,,
TRAKCJA,31-12-2006,PLN,0,0,0,0,0,0,295648,103520,0,,
TRANSPOL,31-03-2021,PLN,4460,662,743,585,1161,1823,105818,86897,"22 847,711",26,3803
TRANSPOL,30-06-2021,PLN,5286,365,569,478,1195,1560,115218,82305,"22 847,711",21,3602
TRANSPOL,30-09-2021,PLN,6508,453,284,223,1577,2030,116501,82528,"22 847,711",10,3612
TRANSPOL,31-12-2021,PLN,7234,429,555,444,1627,2056,121770,82972,"22 847,711",19,3632
TRANSPOL,31-03-2020,PLN,3261,388,-149,-104,1210,1598,121588,85873,"22 847,711",-5,3758
TRANSPOL,30-06-2020,PLN,3292,455,2732,2607,1129,1584,120908,88481,"22 847,711",114,3873
TRANSPOL,30-09-2020,PLN,3360,27,-105,-148,1106,1133,120615,88332,"22 847,711",-6,3866
TRANSPOL,31-12-2020,PLN,4493,263,169,16,1164,1427,122092,86312,"22 847,711",1,3778
TRANSPOL,31-03-2019,PLN,3489,68,58,45,1351,1419,126542,87197,"22 847,711",2,3816
TRANSPOL,30-06-2019,PLN,3621,223,1918,1870,1311,1534,126859,86326,"22 847,711",82,3778
TRANSPOL,30-09-2019,PLN,4299,-266,-623,-507,1358,1092,124340,85819,"22 847,711",-22,3756
TRANSPOL,31-12-2019,PLN,4317,-244,224,158,1268,1024,124515,85976,"22 847,711",7,3763
TRANSPOL,31-03-2018,PLN,3121,-1245,-1541,-1356,1031,-214,126346,90637,"22 847,711",-59,3967
TRANSPOL,30-06-2018,PLN,3516,242,1544,1775,1032,1274,125327,87374,"22 847,711",78,3824
TRANSPOL,30-09-2018,PLN,3184,-55,310,211,1152,1097,125254,87585,"22 847,711",9,3833
TRANSPOL,31-12-2018,PLN,3189,-738,-417,-435,1217,479,126845,87151,"22 847,711",-19,3814
TRANSPOL,31-03-2017,PLN,2823,-74,197,143,946,872,74868,45911,"14 347,711",10,3200
TRANSPOL,30-06-2017,PLN,2689,-276,-403,57,940,664,74674,45968,"14 347,711",4,3204
TRANSPOL,30-09-2017,PLN,2741,-7,-126,201,995,988,128458,91719,"22 847,711",9,4014
TRANSPOL,31-12-2017,PLN,3084,190,512,274,1108,1298,128448,91993,"22 847,711",12,4026
TRANSPOL,31-03-2016,PLN,3201,-2018,-1989,-1569,1014,-1004,64288,42578,"6 380,000",-246,6674
TRANSPOL,30-06-2016,PLN,3357,498,-153,-108,1058,1556,75261,42517,"14 347,711",-8,2963
TRANSPOL,30-09-2016,PLN,3108,415,610,498,964,1379,73802,43016,"14 347,711",35,2998
TRANSPOL,31-12-2016,PLN,6841,3740,3531,2817,946,4686,76378,45768,"14 347,711",196,3190
