symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
APLISENS,31-12-2015,PLN,18075,3568,3671,3203,1395,4963,136043,131745,"13 202,954",243,9978
APLISENS,31-03-2016,PLN,16391,3563,3700,3183,1357,4920,141450,136662,"13 202,954",241,10351
APLISENS,30-06-2014,PLN,17779,4604,4784,3878,1177,5781,132272,121184,"13 469,524",288,8997
APLISENS,30-09-2014,PLN,18049,4923,5016,3899,1307,6230,131928,125678,"13 469,524",289,9331
APLISENS,31-12-2014,PLN,17552,3406,3567,3491,1251,4657,124924,119340,"13 469,524",259,8860
APLISENS,31-03-2015,PLN,14661,3138,2882,2248,1278,4416,128813,122656,"13 693,398",164,8957
APLISENS,30-06-2013,PLN,15459,4204,4628,3694,956,5160,121068,107880,"13 236,729",279,8150
APLISENS,30-09-2013,PLN,17792,5177,5275,4089,964,6141,121595,112784,"13 236,729",309,8521
APLISENS,31-12-2013,PLN,16307,4620,4521,3514,1010,5630,128277,117113,"13 236,729",265,8848
APLISENS,31-03-2014,PLN,12893,2947,3185,2453,1096,4043,128732,120808,"13 469,524",182,8969
APLISENS,30-06-2012,PLN,15642,3692,3848,2992,776,4468,104049,95599,"12 849,349",233,7440
APLISENS,30-09-2012,PLN,16577,5361,5560,4311,836,6197,106542,100589,"12 849,349",336,7828
APLISENS,31-12-2012,PLN,15440,4097,4349,3692,957,5054,112048,103853,"13 016,015",284,7979
APLISENS,31-03-2013,PLN,14126,3237,3605,2887,912,4149,114650,107628,"13 236,729",218,8131
APLISENS,30-06-2011,PLN,13264,3685,3970,3172,837,4522,89274,84891,"12 739,116",249,6664
APLISENS,30-09-2011,PLN,15031,4985,5262,4190,799,5784,0,0,"12 739,116",329,0
APLISENS,31-12-2011,PLN,15122,3301,3551,2781,838,4139,98734,92693,"12 849,349",216,7214
APLISENS,31-03-2012,PLN,11885,3012,3180,2552,701,3713,100996,95531,"12 849,349",199,7435
APLISENS,30-06-2010,PLN,11140,2416,2648,2057,586,3002,75805,72129,"12 540,928",164,5751
APLISENS,30-09-2010,PLN,14077,4095,4296,3409,651,4746,0,0,"12 540,928",272,0
APLISENS,31-12-2010,PLN,12697,3569,3669,2941,709,4278,82369,79096,"12 739,116",231,6209
APLISENS,31-03-2011,PLN,10853,2710,2914,2324,765,3475,84960,81569,"12 739,116",182,6403
APLISENS,30-06-2009,PLN,8322,1656,1683,1329,449,2105,67602,63515,"12 500,000",106,5081
APLISENS,30-09-2009,PLN,9544,3572,3710,2914,464,4036,0,0,"12 500,000",233,0
APLISENS,31-12-2009,PLN,10040,2679,3054,2358,574,3253,71738,68085,"12 500,000",189,5447
APLISENS,31-03-2010,PLN,8853,1575,1784,1366,588,2163,72994,69753,"12 500,000",109,5580
APLISENS,30-06-2008,PLN,0,0,0,0,0,0,46646,43173,"10 000,000",0,4317
APLISENS,30-09-2008,PLN,9462,3205,3157,2520,409,3614,0,0,"10 000,000",252,0
APLISENS,31-12-2008,PLN,9388,2426,2570,2043,476,2902,54017,46703,"10 000,000",204,4670
APLISENS,31-03-2009,PLN,6296,940,1009,802,421,1361,52165,47505,"10 000,000",80,4751
APLISENS,31-12-2007,PLN,0,0,0,0,0,0,42112,39270,"10 000,000",0,3927
APSENERGY,31-03-2021,PLN,7056,-610,-790,-732,639,29,63891,35500,"28 185,494",-26,1260
APSENERGY,30-06-2021,PLN,10945,1380,2676,2619,621,2001,69836,38119,"28 185,494",93,1352
APSENERGY,30-09-2021,PLN,13096,-782,-708,-847,545,-237,74233,37271,"28 185,494",-30,1322
APSENERGY,31-12-2021,PLN,31778,6227,5852,6253,537,6764,78889,43526,"28 185,494",222,1544
APSENERGY,31-03-2020,PLN,7355,-2426,1916,1934,540,-1886,67738,40576,"28 185,494",69,1440
APSENERGY,30-06-2020,PLN,8210,-741,-631,-828,584,-157,70874,38339,"28 185,494",-29,1360
APSENERGY,30-09-2020,PLN,12942,-2153,-2982,-2879,641,-1512,67122,35460,"28 185,494",-102,1258
APSENERGY,31-12-2020,PLN,12662,960,778,772,641,1601,67492,36232,"28 185,494",27,1285
APSENERGY,31-03-2019,PLN,11942,-425,-443,-439,522,97,69705,37379,"28 185,494",-16,1326
APSENERGY,30-06-2019,PLN,12623,-2223,-2240,-2050,517,-1706,67390,32792,"28 185,494",-73,1163
APSENERGY,30-09-2019,PLN,16596,1839,1619,1566,526,2365,69457,34358,"28 185,494",56,1219
APSENERGY,31-12-2019,PLN,25675,4270,4097,4284,519,4789,71226,38642,"28 185,494",152,1371
APSENERGY,31-03-2018,PLN,10264,499,2645,2669,446,945,59997,33654,"28 185,494",95,1194
APSENERGY,30-06-2018,PLN,11510,642,449,-1227,455,1097,64362,32427,"28 185,494",-44,1150
APSENERGY,30-09-2018,PLN,11498,-1165,885,916,505,-660,66445,33343,"28 185,494",32,1183
APSENERGY,31-12-2018,PLN,17225,1408,4357,4475,515,1923,69633,37818,"28 185,494",159,1342
APSENERGY,31-03-2017,PLN,7881,-1611,2197,2215,514,-1097,56713,35737,"28 185,494",79,1268
APSENERGY,30-06-2017,PLN,10478,-1917,-1843,-1692,511,-1406,56465,33481,"28 185,494",-60,1188
APSENERGY,30-09-2017,PLN,6764,-1925,-1809,-2230,518,-1407,55380,31251,"28 185,494",-79,1109
APSENERGY,31-12-2017,PLN,14771,-426,-436,-266,507,81,59931,30985,"28 185,494",-9,1099
APSENERGY,31-03-2016,PLN,5338,-2074,-2122,-2120,281,-1793,44252,31312,"28 185,494",-75,1111
APSENERGY,30-06-2016,PLN,7529,-870,2409,2390,290,-580,49195,33139,"28 185,494",85,1176
APSENERGY,30-09-2016,PLN,8939,-340,-577,-544,481,141,52992,32595,"28 185,494",-19,1156
APSENERGY,31-12-2016,PLN,15087,967,629,927,434,1401,58551,33522,"28 185,494",33,1189
APSENERGY,31-03-2015,PLN,8606,207,3060,2944,282,489,37285,27039,"26 117,280",113,1035
APSENERGY,30-06-2015,PLN,9958,-497,-211,-313,354,-143,36743,25681,"26 117,280",-12,983
APSENERGY,30-09-2015,PLN,12958,-165,-543,-488,291,126,46303,33279,"27 847,280",-18,1195
APSENERGY,31-12-2015,PLN,15535,1132,1019,910,291,1423,47177,33432,"27 847,280",33,1201
APSENERGY,31-03-2014,PLN,6307,-312,2296,2304,326,14,39062,27478,"26 117,280",88,1052
APSENERGY,30-06-2014,PLN,8375,30,58,-28,299,329,32090,20580,"26 117,280",-1,788
APSENERGY,30-09-2014,PLN,14435,1665,1533,1212,329,1994,33706,22384,"26 117,280",46,857
APSENERGY,31-12-2014,PLN,18989,2369,2129,1724,243,2612,37109,24095,"26 117,280",66,923
APSENERGY,31-03-2013,PLN,5981,-122,638,613,0,-122,25138,16171,0,,
APSENERGY,30-06-2013,PLN,5432,-1035,-978,-948,0,-1035,24518,15222,0,,
APSENERGY,30-09-2013,PLN,9999,1193,1111,986,0,1193,26533,16661,"25 910,000",38,643
APSENERGY,31-12-2013,PLN,16153,3070,2931,2339,0,3070,29751,19028,"25 910,000",90,734
APSENERGY,30-06-2012,PLN,9129,0,1202,1193,0,0,22495,11375,0,,
APSENERGY,30-09-2012,PLN,9132,2166,5047,4755,0,2166,24889,15268,0,,
APSENERGY,31-12-2012,PLN,10765,1133,783,231,0,1133,24386,15638,0,,
ARCHICOM,30-06-2021,PLN,8241,-360,68173,59393,630,270,1014948,575883,"25 670,343",2314,22434
ARCHICOM,30-09-2021,PLN,7347,32,3400,2821,641,673,934569,578973,"25 670,343",110,22554
ARCHICOM,31-12-2021,PLN,13054,2238,5059,3504,699,2937,963866,550646,"25 670,343",136,21451
ARCHICOM,31-03-2022,PLN,6409,-3807,-2617,-1033,687,-3120,999226,552774,"25 670,343",-40,21534
ARCHICOM,30-06-2020,PLN,4520,-960,34489,33530,847,-113,1082389,594252,"25 742,298",1303,23085
ARCHICOM,30-09-2020,PLN,5642,806,1875,1783,553,1359,1065592,596034,"25 670,343",69,23219
ARCHICOM,31-12-2020,PLN,11250,-800,12008,11533,564,-236,1001592,542622,"25 670,343",449,21138
ARCHICOM,31-03-2021,PLN,6383,335,4907,4160,569,904,997022,545803,"25 670,343",162,21262
ARCHICOM,30-06-2019,PLN,8278,3752,32733,32352,432,4184,970269,549010,"25 742,298",1257,21327
ARCHICOM,30-09-2019,PLN,6593,2617,4322,5197,434,3051,919029,537779,"25 742,298",202,20891
ARCHICOM,31-12-2019,PLN,4297,-1564,15159,22552,435,-1129,941737,560331,"25 742,298",876,21767
ARCHICOM,31-03-2020,PLN,7530,3020,3263,351,521,3541,1018448,560682,"25 742,298",14,21781
ARCHICOM,30-06-2018,PLN,3984,-14,4870,4749,340,326,815570,538270,"25 605,944",185,21021
ARCHICOM,30-09-2018,PLN,3719,-84,5468,4169,366,282,860691,542971,"25 742,298",162,21093
ARCHICOM,31-12-2018,PLN,9186,4458,13129,4565,359,4817,859355,545250,"25 742,298",177,21181
ARCHICOM,31-03-2019,PLN,5191,1320,3649,929,427,1747,861798,546179,"25 742,298",36,21217
ARCHICOM,30-06-2017,PLN,4129,558,18802,16322,268,826,820546,492952,"23 278,131",701,21177
ARCHICOM,30-09-2017,PLN,4007,1249,29793,30498,272,1521,862722,523547,"23 278,131",1310,22491
ARCHICOM,31-12-2017,PLN,5176,-10273,14131,10882,240,-10033,844386,564697,"25 605,944",425,22053
ARCHICOM,31-03-2018,PLN,2656,-845,6805,5601,294,-551,840320,570572,"25 605,944",219,22283
ARCHICOM,30-06-2016,PLN,4598,326,2817,11408,209,535,651851,501093,"23 278,131",490,21526
ARCHICOM,30-09-2016,PLN,4041,1217,2834,2722,219,1436,698223,503815,"23 278,131",117,21643
ARCHICOM,31-12-2016,PLN,8700,7293,10345,-10153,235,7528,705256,494058,"23 278,131",-436,21224
ARCHICOM,31-03-2017,PLN,3579,846,2110,-449,259,1105,758949,494438,"23 278,131",-19,21240
ARCHICOM,31-03-2015,PLN,1090,405,2019,79,174,579,0,0,"18 622,505",4,0
ARCHICOM,30-09-2015,PLN,1600,650,2487,2765,174,824,0,0,"18 622,505",148,0
ARCHICOM,31-12-2015,PLN,2522,856,17444,15680,174,1030,565815,418126,"18 622,505",842,22453
ARCHICOM,31-03-2016,PLN,1793,19273,25840,24441,174,19447,572187,442567,"23 278,131",1050,19012
ARCHICOM,31-12-2014,PLN,0,0,0,0,0,0,405324,189323,"18 622,505",0,10166
ARCTIC,30-06-2021,PLN,7148,142,-31,-31,113,255,847268,545629,"69 287,783",0,7875
ARCTIC,30-09-2021,PLN,49937,35572,33222,33222,77,35649,865005,578452,"69 287,783",479,8349
ARCTIC,31-12-2021,PLN,9209,-2035,-4355,-4355,72,-1963,857299,577060,"69 287,783",-63,8328
ARCTIC,31-03-2022,PLN,3601,-1176,-2749,-2196,66,-1110,837126,577858,"69 287,783",-32,8340
ARCTIC,30-06-2020,PLN,5841,-415,66,66,112,-303,871541,559811,"69 287,783",1,8080
ARCTIC,30-09-2020,PLN,21082,15080,12120,12120,172,15252,881904,572747,"69 287,783",175,8266
ARCTIC,31-12-2020,PLN,7375,-91,-977,-1009,450,359,882117,570595,"69 287,783",-15,8235
ARCTIC,31-03-2021,PLN,4690,-617,-7080,-7080,127,-490,863215,565448,"69 287,783",-102,8161
ARCTIC,30-06-2019,PLN,31784,23797,21469,21469,142,23939,962457,555865,"69 287,783",310,8023
ARCTIC,30-09-2019,PLN,9831,3587,-591,-591,581,4168,951494,555855,"69 287,783",-9,8022
ARCTIC,31-12-2019,PLN,30357,17252,14256,13952,296,17548,926486,568079,"69 287,783",201,8199
ARCTIC,31-03-2020,PLN,5172,-1928,-7791,-7791,287,-1641,894331,560189,"69 287,783",-112,8085
ARCTIC,30-06-2018,PLN,49463,39581,35995,35695,36,39617,965372,548540,"69 287,783",515,7917
ARCTIC,30-09-2018,PLN,10073,1161,-2471,-2475,119,1280,976215,546540,"69 287,783",-36,7888
ARCTIC,31-12-2018,PLN,13409,-5704,-8694,-9152,107,-5597,992611,535125,"69 287,783",-132,7723
ARCTIC,31-03-2019,PLN,11110,2317,-1795,-1795,100,2417,928436,534282,"69 287,783",-26,7711
ARCTIC,30-06-2017,PLN,56811,8720,1355,1355,116,8836,941168,574457,"69 287,783",20,8291
ARCTIC,30-09-2017,PLN,12225,5064,1921,1921,117,5181,939328,576484,"69 287,783",28,8320
ARCTIC,31-12-2017,PLN,8684,-46215,-44919,-45315,122,-46093,944061,531032,"69 287,783",-654,7664
ARCTIC,31-03-2018,PLN,9751,304,-4545,-4545,212,516,975606,527054,"69 287,783",-66,7607
ARCTIC,30-06-2016,PLN,49249,-2228,-5386,-5386,102,-2126,851945,591276,"69 287,783",-78,8534
ARCTIC,30-09-2016,PLN,10672,-8432,-8578,-8578,100,-8332,939294,583134,"69 287,783",-124,8416
ARCTIC,31-12-2016,PLN,28849,860,-7284,-7498,104,964,981176,570026,"69 287,783",-108,8227
ARCTIC,31-03-2017,PLN,11779,-543,2377,2377,109,-434,952873,573451,"69 287,783",34,8276
ARCTIC,30-06-2015,PLN,59474,33390,32266,32266,61,33451,964126,687960,"69 287,783",466,9929
ARCTIC,30-09-2015,PLN,10513,-5446,-7432,-7432,73,-5373,942991,680621,"69 287,783",-107,9823
ARCTIC,31-12-2015,PLN,26059,-10556,-10605,-10772,67,-10489,889066,607824,"69 287,783",-155,8772
ARCTIC,31-03-2016,PLN,10140,-9625,-11054,-11054,95,-9530,952355,657953,"69 287,783",-160,9496
ARCTIC,30-06-2014,PLN,10601,-2512,-3295,-3295,29,-2483,897406,686783,"69 287,783",-48,9912
ARCTIC,30-09-2014,PLN,5185,-5970,-6055,-6055,29,-5941,913696,680318,"69 287,783",-87,9819
ARCTIC,31-12-2014,PLN,13432,-13587,-15431,-15465,28,-13559,936635,664893,"69 287,783",-223,9596
ARCTIC,31-03-2015,PLN,10659,-8952,-9153,-9153,65,-8887,968623,656003,"69 287,783",-132,9468
ARCTIC,30-06-2013,PLN,83773,-115765,-116392,-116392,24,-115741,944812,759618,"69 287,783",-1680,10963
ARCTIC,30-09-2013,PLN,13333,4560,4022,4022,24,4584,955577,763789,"69 287,783",58,11023
ARCTIC,31-12-2013,PLN,4096,-73596,-74084,-74084,21,-73575,905588,690045,"69 287,783",-1069,9959
ARCTIC,31-03-2014,PLN,9561,-145,-295,-295,23,-122,904813,689812,"69 287,783",-4,9956
ARCTIC,30-06-2012,PLN,61245,28250,24599,24599,28,28278,1039703,792961,"554 035,000",44,1431
ARCTIC,30-09-2012,PLN,19847,11906,5199,5199,29,11935,1053295,798076,"554 035,000",9,1440
ARCTIC,31-12-2012,PLN,17996,10443,6002,6003,28,10471,1113516,850198,"55 403,500",108,15346
ARCTIC,31-03-2013,PLN,15754,8344,6544,6544,30,8374,1137330,875894,"69 287,783",94,12641
ARCTIC,30-06-2011,PLN,23011,16540,12452,12452,43,16583,1007292,769034,"554 035,000",22,1388
ARCTIC,30-09-2011,PLN,12846,4768,5826,5826,37,4805,0,0,"554 035,000",11,0
ARCTIC,31-12-2011,PLN,19242,11437,6815,6815,13,11450,1018874,780187,"554 035,000",12,1408
ARCTIC,31-03-2012,PLN,12334,6208,-1863,-1863,26,6234,1011011,778379,"554 035,000",-3,1405
ARCTIC,30-06-2010,PLN,102890,96150,92823,92823,13,96163,1022550,743339,"554 035,000",168,1342
ARCTIC,30-09-2010,PLN,10798,8294,3029,3029,12,8306,0,0,"554 035,000",5,0
ARCTIC,31-12-2010,PLN,11611,5083,825,825,51,5134,950972,754378,"554 035,000",1,1362
ARCTIC,31-03-2011,PLN,12713,5929,2212,2212,44,5973,962552,756589,"554 035,000",4,1366
ARCTIC,30-06-2009,PLN,79121,73948,78117,78117,0,73948,0,0,0,,
ARCTIC,30-09-2009,PLN,4231,-660,-1417,-1417,0,-660,0,0,0,,
ARCTIC,31-12-2009,PLN,5651,-7351,50597,50341,33,-7318,688124,648965,"524 035,000",96,1238
ARCTIC,31-03-2010,PLN,6033,634,457,457,13,647,923201,705086,"554 035,000",1,1273
ARCTIC,30-09-2008,PLN,0,-2333,-1572,-1717,0,-2333,0,0,0,,
ARCTIC,31-12-2008,PLN,0,-8142,-18640,-18495,0,-8142,560661,422821,0,,
ARCTIC,31-03-2009,PLN,2609,-941,-17870,-17870,0,-941,567296,404951,0,,
ARTERIA,31-03-2021,PLN,16528,3624,3345,2728,319,3943,78284,27907,"4 269,520",639,6536
ARTERIA,30-06-2021,PLN,21088,6545,6249,5907,319,6864,74914,33814,"4 269,520",1384,7920
ARTERIA,30-09-2021,PLN,10680,-75,-286,-259,310,235,71690,33555,"4 269,520",-61,7859
ARTERIA,31-12-2021,PLN,5606,-4288,-3472,-2559,305,-3983,70140,30996,"4 269,520",-599,7260
ARTERIA,31-03-2020,PLN,4928,913,881,881,184,1097,95171,27518,"4 269,520",206,6445
ARTERIA,30-06-2020,PLN,3637,503,132,132,184,687,94459,27650,"4 269,520",31,6476
ARTERIA,30-09-2020,PLN,4864,907,601,601,181,1088,73845,28251,"4 269,520",141,6617
ARTERIA,31-12-2020,PLN,4393,-603,-3072,-3072,208,-395,73385,25179,"4 269,520",-720,5897
ARTERIA,31-03-2019,PLN,3861,191,-286,-286,205,396,101931,27911,"4 269,520",-67,6537
ARTERIA,30-06-2019,PLN,4491,1555,1113,1113,206,1761,100830,29024,"4 269,520",261,6798
ARTERIA,30-09-2019,PLN,3571,482,-27,-27,205,687,99694,28997,"4 269,520",-6,6792
ARTERIA,31-12-2019,PLN,3076,192,-2360,-2360,185,377,132410,26637,"4 269,520",-553,6239
ARTERIA,31-03-2018,PLN,3178,-329,-776,-776,205,-124,101521,29656,"4 269,520",-182,6946
ARTERIA,30-06-2018,PLN,4814,1240,576,576,206,1446,99899,29737,"4 269,520",135,6965
ARTERIA,30-09-2018,PLN,3621,-636,-1036,-1036,205,-431,99650,28701,"4 269,520",-243,6722
ARTERIA,31-12-2018,PLN,3877,-88,-504,-504,205,117,102362,28197,"4 269,520",-118,6604
ARTERIA,31-03-2017,PLN,3818,-85,-490,-435,315,230,108348,35792,"4 269,520",-102,8383
ARTERIA,30-06-2017,PLN,3802,633,181,69,214,847,108397,34879,"4 269,520",16,8169
ARTERIA,30-09-2017,PLN,3465,43,-405,-315,177,220,105769,34564,"4 269,520",-74,8096
ARTERIA,31-12-2017,PLN,3824,1304,-2772,-3793,168,1472,101293,30771,"4 269,520",-888,7207
ARTERIA,31-03-2016,PLN,2426,-1599,-2187,-1772,392,-1207,103461,38792,"4 269,520",-415,9086
ARTERIA,30-06-2016,PLN,6087,1703,1364,1094,390,2093,106472,39010,"4 269,520",256,9137
ARTERIA,30-09-2016,PLN,5018,-166,-590,-483,416,250,110585,38527,"4 269,520",-113,9024
ARTERIA,31-12-2016,PLN,2468,-2332,-2837,-2300,341,-1991,107541,36227,"4 269,520",-539,8485
ARTERIA,31-03-2015,PLN,3321,-1156,-1636,-1293,552,-604,85237,40267,"4 273,820",-303,9422
ARTERIA,30-06-2015,PLN,2903,-591,-909,-669,392,-199,84497,39599,"4 273,820",-157,9265
ARTERIA,30-09-2015,PLN,2768,-992,-1464,-1300,396,-596,100391,38298,"4 269,520",-304,8970
ARTERIA,31-12-2015,PLN,7910,3331,2828,2265,395,3726,102755,40563,"4 269,520",531,9501
ARTERIA,31-03-2014,PLN,7614,994,750,596,449,1443,85358,45083,"4 273,820",139,10549
ARTERIA,30-06-2014,PLN,9563,1087,779,648,443,1530,89372,43170,"4 273,820",152,10101
ARTERIA,30-09-2014,PLN,9401,494,63,18,467,961,93404,43188,"4 273,820",4,10105
ARTERIA,31-12-2014,PLN,3295,-1291,-1734,-1627,575,-716,86047,41560,"4 273,820",-381,9724
ARTERIA,31-03-2013,PLN,5640,-138,-466,-380,478,340,76277,46230,"4 273,820",-89,10817
ARTERIA,30-06-2013,PLN,8325,98,-174,-145,461,559,77562,44379,"4 273,820",-34,10384
ARTERIA,30-09-2013,PLN,7487,-963,-1359,-1108,456,-507,83196,43271,"4 273,820",-259,10125
ARTERIA,31-12-2013,PLN,7011,1755,1340,1216,460,2215,82985,44487,"4 273,820",285,10409
ARTERIA,31-03-2012,PLN,6739,662,325,263,337,999,75919,46893,"4 273,820",62,10972
ARTERIA,30-06-2012,PLN,7745,381,1386,1355,737,1118,73700,46384,"4 273,820",317,10853
ARTERIA,30-09-2012,PLN,5972,-265,-692,-554,514,249,77535,45830,"4 273,820",-130,10723
ARTERIA,31-12-2012,PLN,8869,1148,1045,821,475,1623,72687,46620,"4 273,820",192,10908
ARTERIA,31-03-2011,PLN,4277,-548,-858,-805,296,-252,62103,33326,"4 273,820",-188,7798
ARTERIA,30-06-2011,PLN,5238,54,1801,2213,314,368,64510,35539,"4 273,820",518,8316
ARTERIA,30-09-2011,PLN,7515,4773,2888,2854,412,5185,0,0,"4 273,820",668,0
ARTERIA,31-12-2011,PLN,6926,1869,7336,7373,517,2386,74630,45766,"4 273,820",1725,10708
ARTERIA,31-03-2010,PLN,5438,281,-128,-183,332,613,58888,31413,"4 273,820",-43,7350
ARTERIA,30-06-2010,PLN,4276,43,3449,3513,344,387,62545,34864,"4 273,820",822,8158
ARTERIA,30-09-2010,PLN,4178,-505,-994,-883,373,-132,0,0,"4 273,820",-207,0
ARTERIA,31-12-2010,PLN,2397,-1910,496,379,261,-1649,64253,34131,"4 273,820",89,7986
ARTERIA,31-03-2009,PLN,5406,759,678,538,211,970,43644,20516,"3 419,056",157,6000
ARTERIA,30-06-2009,PLN,10095,-576,1988,2119,437,-139,70133,32327,"4 273,820",496,7564
ARTERIA,30-09-2009,PLN,9323,-1163,-1407,-1316,345,-818,0,0,"4 273,820",-308,0
ARTERIA,31-12-2009,PLN,3750,-855,824,818,329,-526,54170,31596,"4 273,820",191,7393
ARTERIA,31-03-2008,PLN,15497,-164,-218,-218,0,-164,37309,18434,"3 419,056",-64,5392
ARTERIA,30-06-2008,PLN,11598,465,2351,2304,0,465,33334,20558,"3 419,056",674,6013
ARTERIA,30-09-2008,PLN,10031,-707,-742,-650,170,-537,0,0,"3 419,056",-190,0
ARTERIA,31-12-2008,PLN,13493,606,531,455,554,1160,51132,19979,"3 419,056",133,5843
ARTERIA,31-03-2007,PLN,6353,121,276,352,127,248,25706,17157,"3 419,056",103,5018
ARTERIA,30-06-2007,PLN,18237,1060,879,753,0,1060,29894,17910,"3 419,056",220,5238
ARTERIA,30-09-2007,PLN,16136,349,343,404,0,349,0,0,"3 419,056",118,0
ARTERIA,31-12-2007,PLN,19186,640,629,577,386,1026,37119,18713,"3 419,056",169,5473
ARTERIA,31-03-2006,PLN,3207,237,209,206,65,302,4105,392,0,,
ARTERIA,30-06-2006,PLN,3349,771,700,577,127,898,4885,1019,0,,
ARTERIA,30-09-2006,PLN,2832,297,252,223,159,456,0,0,0,,
ARTERIA,31-12-2006,PLN,4371,1303,1269,1107,150,1453,21848,16805,"3 419,056",324,4915
ARTERIA,30-06-2005,PLN,0,0,0,0,0,0,1880,203,0,,
ARTERIA,31-12-2005,PLN,2312,-418,-422,-377,68,-350,2555,187,0,,
ARTIFEX,30-06-2021,PLN,11109,3936,3989,3191,239,4175,41195,34264,"11 897,000",268,2880
ARTIFEX,30-09-2021,PLN,9144,4175,4226,3373,234,4409,45125,38039,"11 897,000",284,3197
ARTIFEX,31-12-2021,PLN,8319,2987,2382,3072,233,3220,48860,41513,"11 897,000",258,3489
ARTIFEX,31-03-2022,PLN,11078,3311,5229,4916,232,3543,54664,46832,"11 897,000",413,3936
ARTIFEX,30-06-2020,PLN,7743,3975,4075,3366,237,4212,32737,24688,"11 897,000",283,2075
ARTIFEX,30-09-2020,PLN,5552,2412,2419,1971,230,2642,34138,26659,"11 897,000",166,2241
ARTIFEX,31-12-2020,PLN,6828,1429,1619,1174,246,1675,35129,27833,"11 897,000",99,2339
ARTIFEX,31-03-2021,PLN,10529,4030,3898,3105,677,4707,37261,30938,"11 897,000",261,2600
ARTIFEX,30-06-2019,PLN,4105,1049,1571,1363,270,1319,42809,35435,"11 897,000",115,2979
ARTIFEX,30-09-2019,PLN,4075,762,1003,819,297,1059,43769,36254,"11 897,000",69,3047
ARTIFEX,31-12-2019,PLN,4478,-17743,-17977,-16337,294,-17449,27964,19917,"11 897,000",-1373,1674
ARTIFEX,31-03-2020,PLN,5630,1811,1711,1404,271,2082,29437,21321,"11 897,000",118,1792
ARTIFEX,30-06-2018,PLN,7464,1878,1742,1577,78,1956,41588,37718,"10 500,000",150,3592
ARTIFEX,30-09-2018,PLN,3828,310,226,277,83,393,51365,48073,"11 897,000",23,4041
ARTIFEX,31-12-2018,PLN,4067,-17447,-17492,-14266,79,-17368,37103,33807,"11 897,000",-1199,2842
ARTIFEX,31-03-2019,PLN,3996,287,355,265,268,555,40749,34072,"11 897,000",22,2864
ARTIFEX,30-06-2017,PLN,4983,855,1041,842,67,922,45942,42317,"10 500,000",80,4030
ARTIFEX,30-09-2017,PLN,4238,720,767,654,75,795,45901,42972,"10 500,000",62,4093
ARTIFEX,31-12-2017,PLN,5527,-8872,-8760,-7206,175,-8697,38728,35765,"10 500,000",-686,3406
ARTIFEX,31-03-2018,PLN,4787,797,766,376,80,877,39110,36141,"10 500,000",36,3442
ARTIFEX,30-06-2016,PLN,5470,2068,1880,1546,60,2128,30009,27104,"10 000,000",155,2710
ARTIFEX,30-09-2016,PLN,5890,2481,2574,2084,57,2538,31809,29188,"10 000,000",208,2919
ARTIFEX,31-12-2016,PLN,6210,676,462,344,64,740,44095,40283,"10 500,000",33,3836
ARTIFEX,31-03-2017,PLN,5799,1328,1487,1193,58,1386,45194,41476,"10 500,000",114,3950
ARTIFEX,30-09-2015,PLN,3493,1993,2015,1706,0,1993,0,0,"10 000,000",171,0
ARTIFEX,31-12-2015,PLN,4636,2085,1830,1396,43,2128,26504,23451,"10 000,000",140,2345
ARTIFEX,31-03-2016,PLN,5150,2536,2675,2107,54,2590,28251,25558,"10 000,000",211,2556
ASBIS,31-12-2018,USD,0,0,0,0,0,0,299943,62993,"55 500,000",0,1135
ASBIS,31-12-2019,USD,0,0,0,0,0,0,411054,61577,"55 500,000",0,1109
ASBIS,31-12-2020,USD,0,0,0,0,0,0,485684,91691,"55 500,000",0,1652
ASBIS,31-12-2021,USD,0,0,0,0,0,0,462526,135576,"55 500,000",0,2443
ASBIS,31-12-2014,USD,0,0,0,0,0,0,250672,59922,"55 500,000",0,1080
ASBIS,31-12-2015,USD,0,0,0,0,0,0,163762,49806,"55 500,000",0,897
ASBIS,31-12-2016,USD,0,0,0,0,0,0,194377,53535,"55 500,000",0,965
ASBIS,31-12-2017,USD,0,0,0,0,0,0,262900,53940,"55 500,000",0,972
ASBIS,31-12-2010,USD,0,0,0,0,0,0,253110,65878,"55 500,000",0,1187
ASBIS,31-12-2011,USD,0,0,0,0,0,0,243163,65516,"55 500,000",0,1180
ASBIS,31-12-2012,USD,0,0,0,0,0,0,236302,65422,"55 500,000",0,1179
ASBIS,31-12-2013,USD,0,0,0,0,0,0,317885,66349,"55 500,000",0,1195
ASBIS,31-12-2007,USD,0,0,0,0,0,0,206458,70800,"55 475,248",0,1276
ASBIS,31-12-2008,USD,0,0,0,0,0,0,182231,67917,"55 500,000",0,1224
ASBIS,31-12-2009,USD,0,0,0,0,0,0,208447,67732,"55 500,000",0,1220
ASSECOBS,30-06-2021,PLN,70267,19861,20389,16606,7034,26895,415232,298076,"33 418,193",497,8920
ASSECOBS,30-09-2021,PLN,74727,23089,22217,18751,6996,30085,433908,316827,"33 418,193",561,9481
ASSECOBS,31-12-2021,PLN,89901,31281,31080,28937,7075,38356,455965,346493,"33 418,193",866,10368
